from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Fairfield,15,170341.7,47h 19m,,,,,,47h 19m,44h 25m,41h 25m,38h 12m,34h 44m,30h 39m,26h 21m,23h 02m,20h 24m,18h 22m,16h 39m,14h 11m,10h 21m
Fairview,15,135082.9,37h 31m,,,,,,37h 31m,34h 30m,31h 20m,27h 58m,24h 18m,19h 57m,15h 22m,11h 41m,9h 50m,7h 43m,5h 44m,4h 25m,2h 47m
Falher,15,132159.5,36h 43m,,,,,,36h 43m,33h 44m,30h 37m,27h 18m,23h 42m,19h 27m,14h 57m,11h 24m,9h 42m,7h 30m,5h 46m,4h 15m,3h 09m
Falkland,15,147358.2,40h 56m,,,,,,40h 56m,38h 06m,35h 10m,32h 02m,28h 40m,24h 42m,20h 33m,17h 25m,14h 47m,13h 01m,11h 16m,9h 05m,5h 41m
Fall River,15,127994.6,35h 33m,,,,,,35h 33m,31h 38m,27h 57m,24h 03m,20h 28m,16h 39m,12h 48m,8h 45m,7h 04m,5h 32m,4h 17m,3h 02m,1h 42m
Farnham,15,106678.4,29h 38m,,,,,,29h 38m,26h 18m,23h 18m,20h 12m,17h 33m,14h 51m,12h 23m,10h 03m,7h 54m,6h 09m,4h 40m,2h 35m,1h 15m
Fenelon Falls,15,113976.0,31h 40m,,,,,,31h 40m,28h 48m,26h 20m,23h 53m,21h 59m,20h 11m,18h 49m,17h 10m,15h 40m,13h 53m,11h 36m,9h 24m,5h 55m
Ferme-Neuve,15,104823.5,29h 07m,,,,,,29h 07m,26h 01m,23h 17m,20h 30m,18h 13m,15h 58m,14h 03m,12h 13m,10h 05m,8h 08m,6h 21m,3h 48m,1h 43m
Fermont,15,136601.8,37h 57m,,,,,,37h 57m,34h 02m,30h 22m,26h 29m,22h 55m,19h 07m,15h 19m,11h 18m,10h 01m,8h 20m,6h 07m,3h 41m,0h 06m
Fernie,15,131074.8,36h 25m,,,,,,36h 25m,33h 42m,30h 54m,27h 57m,24h 47m,21h 02m,17h 11m,14h 25m,11h 31m,9h 33m,7h 38m,4h 49m,2h 05m
Fleetwood,15,160532.7,44h 36m,,,,,,44h 36m,41h 43m,38h 43m,35h 32m,32h 05m,28h 01m,23h 45m,20h 29m,17h 54m,15h 56m,14h 19m,11h 59m,8h 24m
Flemingdon Park,15,114593.1,31h 50m,,,,,,31h 50m,28h 56m,26h 27m,23h 57m,22h 01m,20h 10m,18h 45m,17h 09m,15h 41m,13h 48m,11h 35m,9h 28m,6h 08m
Flin Flon,15,123857.2,34h 24m,,,,,,34h 24m,32h 02m,29h 37m,27h 06m,24h 28m,21h 22m,18h 17m,15h 35m,13h 09m,10h 32m,7h 51m,5h 32m,3h 13m
Foam Lake,15,113497.8,31h 32m,,,,,,31h 32m,29h 11m,26h 49m,24h 21m,21h 46m,18h 44m,15h 44m,13h 08m,10h 49m,8h 23m,5h 55m,4h 21m,2h 46m
Forest Knolls,15,159688.8,44h 21m,,,,,,44h 21m,41h 29m,38h 29m,35h 18m,31h 51m,27h 47m,23h 32m,20h 16m,17h 41m,15h 43m,14h 07m,11h 48m,8h 14m
Fort Albany,15,158286.2,43h 58m,,,,,,43h 58m,41h 33m,39h 36m,37h 44m,36h 18m,34h 51m,33h 15m,31h 40m,29h 41m,27h 38m,24h 53m,21h 29m,16h 59m
Fort Chipewyan,15,148427.1,41h 14m,,,,,,41h 14m,38h 14m,35h 05m,31h 44m,28h 06m,23h 47m,19h 14m,15h 36m,13h 49m,11h 59m,9h 56m,7h 15m,4h 21m
Fort-Coulonge,15,105241.5,29h 14m,,,,,,29h 14m,26h 07m,23h 22m,20h 33m,18h 14m,15h 57m,14h 00m,12h 05m,9h 52m,7h 47m,5h 47m,2h 57m,0h 21m
Fort Erie,15,122014.3,33h 54m,,,,,,33h 54m,31h 02m,28h 36m,26h 09m,24h 16m,22h 30m,21h 09m,19h 36m,18h 13m,16h 30m,14h 26m,12h 32m,9h 34m
Fort Frances,15,108774.0,30h 13m,,,,,,30h 13m,28h 38m,27h 02m,25h 16m,23h 31m,21h 47m,19h 43m,17h 24m,15h 02m,11h 57m,9h 51m,7h 54m,4h 44m
Fort Good Hope,1,0.0,0h 00m,,,,,,,,,,,,,,,,,,
Fort Langley,15,159932.9,44h 26m,,,,,,44h 26m,41h 33m,38h 33m,35h 22m,31h 55m,27h 51m,23h 36m,20h 20m,17h 45m,15h 47m,14h 11m,11h 51m,8h 17m
Fort Liard,15,156825.4,43h 34m,,,,,,43h 34m,40h 16m,36h 48m,33h 04m,28h 59m,24h 08m,18h 55m,14h 27m,11h 37m,8h 59m,5h 55m,2h 35m,0h 19m
Fort Macleod,15,124904.8,34h 42m,,,,,,34h 42m,32h 01m,29h 15m,26h 20m,23h 13m,19h 32m,15h 45m,13h 04m,10h 13m,8h 20m,6h 34m,3h 58m,1h 39m
Fort McMurray,15,134529.0,37h 22m,,,,,,37h 22m,34h 31m,31h 33m,28h 24m,24h 59m,20h 58m,16h 46m,13h 34m,11h 17m,9h 28m,7h 28m,5h 40m,4h 12m
Fort McPherson,15,252442.4,70h 07m,,,,,,70h 07m,66h 32m,62h 43m,58h 35m,54h 01m,48h 35m,42h 41m,37h 21m,33h 22m,28h 47m,22h 56m,16h 10m,8h 09m
Fort Nelson,15,149826.4,41h 37m,,,,,,41h 37m,38h 26m,35h 05m,31h 29m,27h 34m,22h 54m,17h 56m,13h 47m,11h 19m,8h 37m,5h 34m,2h 59m,1h 58m
Fort Providence,15,152271.3,42h 18m,,,,,,42h 18m,39h 03m,35h 38m,31h 58m,27h 57m,23h 11m,18h 04m,13h 45m,11h 04m,8h 42m,7h 09m,5h 38m,3h 43m
Fort Saskatchewan,15,123994.3,34h 27m,,,,,,34h 27m,31h 40m,28h 48m,25h 45m,22h 29m,18h 37m,14h 36m,11h 38m,9h 21m,7h 54m,6h 12m,4h 48m,2h 44m
Fort Simpson,15,168421.7,46h 47m,,,,,,46h 47m,43h 26m,39h 54m,36h 04m,31h 53m,26h 54m,21h 33m,16h 54m,13h 49m,10h 54m,8h 35m,5h 45m,4h 42m
Fort Smith,15,154378.8,42h 53m,,,,,,42h 53m,39h 42m,36h 21m,32h 45m,28h 49m,24h 09m,19h 11m,15h 01m,12h 32m,10h 29m,8h 32m,6h 13m,4h 03m
Fort St. John,15,138965.9,38h 36m,,,,,,38h 36m,35h 33m,32h 21m,28h 55m,25h 11m,20h 47m,16h 06m,12h 19m,10h 20m,7h 50m,5h 35m,4h 12m,2h 51m
Fort Vermilion,15,139107.7,38h 38m,,,,,,38h 38m,35h 35m,32h 23m,28h 57m,25h 13m,20h 48m,16h 07m,12h 20m,10h 20m,8h 51m,6h 48m,4h 26m,2h 30m
Fox Creek,15,128882.7,35h 48m,,,,,,35h 48m,32h 54m,29h 53m,26h 40m,23h 12m,19h 05m,14h 47m,11h 28m,9h 33m,7h 37m,6h 18m,4h 34m,3h 06m
Franklin,15,107711.7,29h 55m,,,,,,29h 55m,26h 36m,23h 36m,20h 31m,17h 53m,15h 12m,12h 46m,10h 28m,8h 14m,6h 23m,4h 44m,2h 25m,0h 42m
Fraser Heights,15,160325.0,44h 32m,,,,,,44h 32m,41h 39m,38h 40m,35h 28m,32h 02m,27h 58m,23h 42m,20h 26m,17h 51m,15h 52m,14h 16m,11h 57m,8h 22m
Fraser Lake,15,153975.6,42h 46m,,,,,,42h 46m,39h 45m,36h 36m,33h 13m,29h 34m,25h 14m,20h 38m,16h 58m,14h 51m,12h 22m,10h 17m,9h 05m,7h 09m
Fredericton,15,118609.5,32h 57m,,,,,,32h 57m,29h 10m,25h 40m,21h 59m,18h 38m,15h 07m,11h 38m,8h 02m,6h 35m,5h 13m,3h 58m,2h 19m,1h 59m
French Creek,15,170996.6,47h 30m,,,,,,47h 30m,44h 36m,41h 35m,38h 23m,34h 55m,30h 49m,26h 31m,23h 13m,20h 34m,18h 31m,16h 49m,14h 20m,10h 29m
Fruitvale,15,144668.7,40h 11m,,,,,,40h 11m,37h 27m,34h 38m,31h 38m,28h 26m,24h 38m,20h 43m,17h 53m,14h 54m,12h 58m,10h 55m,7h 55m,4h 50m
Gabriola,15,170066.4,47h 14m,,,,,,47h 14m,44h 21m,41h 20m,38h 08m,34h 40m,30h 34m,26h 16m,22h 58m,20h 20m,18h 17m,16h 35m,14h 07m,10h 18m
Gambo,15,167806.6,46h 37m,,,,,,46h 37m,42h 12m,37h 58m,33h 26m,29h 05m,24h 21m,19h 23m,13h 56m,11h 04m,9h 36m,7h 36m,5h 47m,4h 25m
Gananoque,15,113761.2,31h 36m,,,,,,31h 36m,28h 30m,25h 46m,22h 58m,20h 41m,18h 26m,16h 31m,14h 51m,12h 56m,11h 04m,8h 58m,7h 01m,3h 57m
Gander,15,165916.8,46h 05m,,,,,,46h 05m,41h 41m,37h 28m,32h 56m,28h 36m,23h 52m,18h 56m,13h 30m,10h 41m,9h 14m,7h 18m,5h 34m,4h 20m
Gander Bay North,15,168019.9,46h 40m,,,,,,46h 40m,42h 16m,38h 03m,33h 31m,29h 10m,24h 26m,19h 30m,14h 04m,11h 13m,9h 46m,7h 49m,6h 04m,4h 47m
Ganges,15,167685.9,46h 35m,,,,,,46h 35m,43h 41m,40h 41m,37h 29m,34h 01m,29h 56m,25h 39m,22h 21m,19h 43m,17h 42m,16h 01m,13h 35m,9h 49m
Garden Creek,15,151083.2,41h 58m,,,,,,41h 58m,38h 53m,35h 39m,32h 11m,28h 24m,23h 56m,19h 11m,15h 19m,13h 13m,11h 37m,9h 28m,6h 57m,4h 36m
Garden Village,15,161280.1,44h 48m,,,,,,44h 48m,41h 55m,38h 55m,35h 44m,32h 17m,28h 13m,23h 57m,20h 41m,18h 05m,16h 07m,14h 30m,12h 09m,8h 33m
Garson,15,108207.1,30h 03m,,,,,,30h 03m,28h 08m,26h 13m,24h 19m,22h 23m,20h 07m,17h 28m,14h 50m,12h 15m,9h 36m,7h 07m,4h 39m,2h 09m
Gaspé,15,130785.0,36h 20m,,,,,,36h 20m,32h 38m,29h 14m,25h 40m,22h 27m,19h 05m,15h 48m,12h 27m,11h 07m,10h 03m,8h 39m,7h 24m,6h 35m
Gatineau,15,104956.0,29h 09m,,,,,,29h 09m,25h 56m,23h 05m,20h 09m,17h 42m,15h 15m,13h 04m,11h 07m,8h 46m,6h 46m,4h 55m,2h 17m,0h 02m
Gellatly,15,150668.7,41h 51m,,,,,,41h 51m,39h 01m,36h 05m,32h 57m,29h 35m,25h 36m,21h 27m,18h 19m,15h 38m,13h 51m,12h 05m,9h 48m,6h 19m
Georgetown,15,116130.3,32h 16m,,,,,,32h 16m,29h 23m,26h 54m,24h 25m,22h 30m,20h 41m,19h 17m,17h 39m,16h 10m,14h 19m,12h 04m,9h 53m,6h 27m
Gibbons,15,124648.6,34h 37m,,,,,,34h 37m,31h 50m,28h 57m,25h 54m,22h 36m,18h 43m,14h 40m,11h 41m,9h 27m,7h 57m,6h 16m,4h 58m,2h 52m
Gibsons,15,167957.0,46h 39m,,,,,,46h 39m,43h 49m,40h 52m,37h 44m,34h 22m,30h 23m,26h 13m,23h 04m,20h 39m,18h 54m,17h 35m,15h 43m,12h 53m
Gillam,15,156606.3,43h 30m,,,,,,43h 30m,41h 17m,39h 03m,36h 45m,34h 21m,31h 32m,28h 49m,25h 45m,23h 23m,20h 41m,17h 20m,14h 00m,10h 59m
Gimli,15,111091.1,30h 52m,,,,,,30h 52m,28h 54m,26h 57m,25h 00m,23h 01m,20h 42m,18h 05m,15h 22m,12h 50m,10h 15m,7h 39m,5h 12m,2h 44m
Gjoa Haven,1,0.0,0h 00m,,,,,,,,,,,,,,,,,,
Glace Bay,15,135529.5,37h 39m,,,,,,37h 39m,33h 37m,29h 49m,25h 48m,22h 03m,18h 02m,13h 57m,9h 37m,8h 10m,6h 47m,5h 50m,4h 40m,3h 40m
Glenbrooke North,15,160967.9,44h 43m,,,,,,44h 43m,41h 50m,38h 50m,35h 39m,32h 12m,28h 08m,23h 52m,20h 36m,18h 00m,16h 02m,14h 25m,12h 05m,8h 29m
Glencoe,15,123645.9,34h 21m,,,,,,34h 21m,31h 27m,28h 58m,26h 29m,24h 32m,22h 42m,21h 17m,19h 37m,18h 05m,16h 11m,13h 52m,11h 34m,7h 57m
Glenmore,15,162324.0,45h 05m,,,,,,45h 05m,42h 12m,39h 12m,36h 01m,32h 34m,28h 30m,24h 14m,20h 57m,18h 21m,16h 22m,14h 45m,12h 23m,8h 46m
Glenrosa,15,151038.6,41h 57m,,,,,,41h 57m,39h 07m,36h 10m,33h 03m,29h 41m,25h 41m,21h 32m,18h 24m,15h 43m,13h 56m,12h 10m,9h 54m,6h 24m
Glenwood,15,165259.4,45h 54m,,,,,,45h 54m,41h 31m,37h 17m,32h 46m,28h 26m,23h 43m,18h 47m,13h 22m,10h 33m,9h 08m,7h 13m,5h 32m,4h 21m
Godefroy,15,129839.6,36h 04m,,,,,,36h 04m,32h 16m,28h 44m,25h 00m,21h 36m,18h 01m,14h 28m,10h 47m,9h 35m,8h 22m,6h 43m,4h 23m,2h 11m
Goderich,15,121026.4,33h 37m,,,,,,33h 37m,30h 48m,28h 24m,26h 00m,24h 10m,22h 27m,21h 05m,19h 30m,17h 55m,16h 14m,13h 56m,11h 36m,7h 55m
Golden,15,134626.0,37h 24m,,,,,,37h 24m,34h 37m,31h 44m,28h 40m,25h 23m,21h 30m,17h 27m,14h 28m,11h 49m,10h 16m,8h 10m,5h 56m,2h 53m
Gold River,15,179835.7,49h 57m,,,,,,49h 57m,47h 03m,44h 01m,40h 48m,37h 18m,33h 11m,28h 52m,25h 31m,22h 49m,20h 43m,18h 55m,16h 18m,12h 14m
Goodwood,15,114287.5,31h 45m,,,,,,31h 45m,28h 52m,26h 23m,23h 53m,21h 57m,20h 07m,18h 42m,17h 05m,15h 37m,13h 45m,11h 31m,9h 22m,6h 00m
Gordon Head,15,170182.0,47h 16m,,,,,,47h 16m,44h 23m,41h 22m,38h 10m,34h 42m,30h 36m,26h 18m,23h 00m,20h 21m,18h 19m,16h 37m,14h 09m,10h 19m
Gore Bay,15,115534.4,32h 06m,,,,,,32h 06m,29h 32m,27h 25m,25h 21m,23h 56m,22h 36m,21h 06m,19h 37m,18h 04m,16h 18m,14h 26m,11h 46m,8h 09m
Goulds,15,176806.7,49h 07m,,,,,,49h 07m,44h 41m,40h 25m,35h 50m,31h 26m,26h 39m,21h 37m,16h 05m,13h 07m,11h 30m,9h 18m,7h 12m,5h 04m
Granby,15,106875.9,29h 41m,,,,,,29h 41m,26h 20m,23h 20m,20h 12m,17h 32m,14h 49m,12h 19m,9h 58m,7h 50m,6h 06m,4h 40m,2h 38m,1h 24m
Grand Bank,15,182745.1,50h 46m,,,,,,50h 46m,46h 19m,42h 02m,37h 27m,33h 02m,28h 13m,23h 10m,17h 37m,14h 36m,12h 56m,10h 39m,8h 26m,6h 23m
Grand Bay-Westfield,15,121062.7,33h 38m,,,,,,33h 38m,29h 50m,26h 18m,22h 35m,19h 12m,15h 38m,12h 06m,8h 26m,6h 54m,5h 34m,4h 12m,2h 36m,2h 01m
Grande Cache,15,135050.6,37h 31m,,,,,,37h 31m,34h 35m,31h 31m,28h 16m,24h 44m,20h 33m,16h 10m,12h 45m,10h 46m,8h 40m,7h 08m,5h 33m,3h 49m
Grande-Digue,15,121765.7,33h 49m,,,,,,33h 49m,29h 56m,26h 19m,22h 29m,18h 58m,15h 14m,11h 30m,7h 35m,5h 57m,4h 38m,2h 57m,1h 34m,0h 42m
Grande Prairie,15,133068.7,36h 58m,,,,,,36h 58m,33h 59m,30h 52m,27h 32m,23h 56m,19h 40m,15h 10m,11h 36m,9h 49m,7h 32m,5h 45m,4h 25m,3h 06m
Grand Falls-Windsor,15,162528.9,45h 09m,,,,,,45h 09m,40h 46m,36h 34m,32h 03m,27h 44m,23h 03m,18h 09m,12h 46m,10h 00m,8h 39m,6h 49m,5h 16m,4h 20m
Grand Forks,15,148698.4,41h 18m,,,,,,41h 18m,38h 33m,35h 43m,32h 42m,29h 28m,25h 39m,21h 42m,18h 48m,15h 46m,14h 05m,11h 59m,8h 55m,5h 44m
Grand Haven,15,139249.9,38h 41m,,,,,,38h 41m,35h 37m,32h 25m,28h 59m,25h 16m,20h 51m,16h 10m,12h 23m,10h 24m,7h 53m,5h 37m,4h 14m,2h 54m
Greater Sudbury,15,108959.4,30h 16m,,,,,,30h 16m,27h 39m,25h 28m,23h 20m,21h 50m,20h 30m,18h 58m,17h 34m,16h 08m,14h 13m,12h 30m,10h 05m,6h 15m
Grandview-Woodlands,15,161604.1,44h 53m,,,,,,44h 53m,42h 00m,39h 01m,35h 49m,32h 22m,28h 18m,24h 02m,20h 46m,18h 10m,16h 12m,14h 34m,12h 14m,8h 37m
Gravelbourg,15,117432.9,32h 37m,,,,,,32h 37m,30h 12m,27h 45m,25h 11m,22h 29m,19h 19m,16h 08m,13h 28m,10h 55m,8h 21m,5h 42m,4h 19m,2h 56m
Gravenhurst,15,113296.0,31h 28m,,,,,,31h 28m,28h 41m,26h 19m,23h 56m,22h 09m,20h 30m,19h 06m,17h 35m,15h 58m,14h 14m,12h 02m,9h 39m,5h 53m
Greater Napanee,15,113757.0,31h 36m,,,,,,31h 36m,28h 33m,25h 53m,23h 10m,20h 59m,18h 50m,17h 02m,15h 31m,13h 36m,11h 44m,9h 36m,7h 36m,4h 28m
Greenbank,15,113469.2,31h 31m,,,,,,31h 31m,28h 39m,26h 11m,23h 42m,21h 47m,19h 58m,18h 35m,16h 58m,15h 29m,13h 39m,11h 25m,9h 15m,5h 51m
Greendale,15,157995.2,43h 53m,,,,,,43h 53m,41h 01m,38h 01m,34h 50m,31h 24m,27h 20m,23h 05m,19h 49m,17h 15m,15h 18m,13h 43m,11h 25m,7h 54m
Green's Harbour,15,174434.6,48h 27m,,,,,,48h 27m,44h 01m,39h 46m,35h 11m,30h 48m,26h 00m,20h 59m,15h 28m,12h 31m,10h 55m,8h 44m,6h 40m,4h 36m
Greenstone,15,106982.9,29h 43m,,,,,,29h 43m,27h 48m,26h 26m,24h 57m,23h 31m,21h 53m,20h 16m,18h 43m,16h 48m,14h 41m,12h 29m,9h 25m,6h 49m
Greenwood,15,133644.6,37h 07m,,,,,,37h 07m,33h 11m,29h 30m,25h 36m,22h 00m,18h 09m,14h 18m,10h 14m,8h 30m,6h 56m,5h 38m,4h 17m,2h 50m
Greenwood,15,149998.4,41h 40m,,,,,,41h 40m,38h 54m,36h 02m,32h 59m,29h 44m,25h 52m,21h 52m,18h 55m,15h 59m,14h 25m,12h 15m,9h 24m,6h 09m
Grenfell,15,111049.0,30h 51m,,,,,,30h 51m,28h 34m,26h 17m,23h 54m,21h 26m,18h 31m,15h 40m,12h 52m,10h 45m,8h 03m,5h 14m,3h 46m,2h 32m
Grimsby,15,117403.8,32h 37m,,,,,,32h 37m,29h 44m,27h 15m,24h 46m,22h 51m,21h 01m,19h 37m,17h 59m,16h 29m,14h 38m,12h 22m,10h 10m,6h 42m
Grimshaw,15,134222.1,37h 17m,,,,,,37h 17m,34h 16m,31h 07m,27h 45m,24h 05m,19h 46m,15h 11m,11h 31m,9h 42m,7h 40m,5h 45m,4h 15m,2h 48m
Grunthal,15,108943.8,30h 16m,,,,,,30h 16m,28h 20m,26h 26m,24h 31m,22h 36m,20h 20m,17h 41m,15h 03m,12h 28m,9h 49m,7h 19m,4h 51m,2h 20m
Guelph,15,117662.9,32h 41m,,,,,,32h 41m,29h 48m,27h 20m,24h 51m,22h 55m,21h 06m,19h 42m,18h 03m,16h 33m,14h 42m,12h 26m,10h 14m,6h 45m
Guildford,15,160393.0,44h 33m,,,,,,44h 33m,41h 40m,38h 41m,35h 29m,32h 03m,27h 59m,23h 43m,20h 27m,17h 52m,15h 53m,14h 17m,11h 57m,8h 23m
Guildwood,15,115925.4,32h 12m,,,,,,32h 12m,29h 19m,26h 51m,24h 22m,22h 27m,20h 38m,19h 14m,17h 43m,16h 21m,14h 33m,12h 31m,10h 39m,7h 46m
Gull Lake,15,117551.4,32h 39m,,,,,,32h 39m,30h 10m,27h 37m,24h 58m,22h 09m,18h 50m,15h 29m,12h 54m,10h 07m,7h 41m,5h 10m,3h 24m,2h 28m
Haines Junction,15,196672.9,54h 38m,,,,,,54h 38m,51h 16m,47h 43m,43h 52m,39h 39m,34h 40m,29h 16m,24h 35m,21h 27m,17h 59m,13h 41m,9h 15m,5h 09m
Halfmoon Bay,15,167383.7,46h 30m,,,,,,46h 30m,43h 36m,40h 36m,37h 24m,33h 56m,29h 51m,25h 34m,22h 16m,19h 39m,17h 38m,15h 57m,13h 31m,9h 46m
Halton Hills,15,116241.1,32h 17m,,,,,,32h 17m,29h 24m,26h 56m,24h 27m,22h 32m,20h 42m,19h 18m,17h 41m,16h 11m,14h 21m,12h 05m,9h 55m,6h 28m
Hamilton,15,117231.8,32h 34m,,,,,,32h 34m,29h 41m,27h 13m,24h 43m,22h 48m,20h 58m,19h 34m,17h 56m,16h 26m,14h 35m,12h 19m,10h 08m,6h 40m
Hampstead,15,105000.1,29h 10m,,,,,,29h 10m,25h 52m,22h 54m,19h 50m,17h 14m,14h 36m,12h 13m,9h 59m,7h 47m,5h 58m,4h 24m,2h 11m,0h 38m
Hampton,15,121977.6,33h 53m,,,,,,33h 53m,30h 03m,26h 30m,22h 45m,19h 19m,15h 42m,12h 06m,8h 21m,6h 43m,5h 28m,3h 56m,2h 26m,1h 36m
Hanceville,15,159976.6,44h 26m,,,,,,44h 26m,41h 26m,38h 18m,34h 57m,31h 19m,27h 01m,22h 28m,18h 51m,16h 38m,14h 12m,12h 10m,10h 34m,8h 13m
Haney,15,160621.1,44h 37m,,,,,,44h 37m,41h 44m,38h 44m,35h 33m,32h 06m,28h 02m,23h 46m,20h 30m,17h 55m,15h 57m,14h 20m,12h 01m,8h 25m
Hanna,15,122458.2,34h 01m,,,,,,34h 01m,31h 21m,28h 36m,25h 41m,22h 35m,18h 55m,15h 08m,12h 29m,9h 47m,8h 02m,6h 24m,4h 06m,2h 10m
Hanover,15,118520.4,32h 55m,,,,,,32h 55m,30h 07m,27h 44m,25h 21m,23h 32m,21h 51m,20h 28m,18h 55m,17h 20m,15h 37m,13h 22m,11h 01m,7h 17m
Hantsport,15,131504.7,36h 32m,,,,,,36h 32m,32h 36m,28h 56m,25h 03m,21h 28m,17h 39m,13h 50m,9h 48m,8h 08m,6h 38m,5h 25m,4h 14m,3h 00m
Happy Valley-Goose Bay,15,155575.0,43h 13m,,,,,,43h 13m,39h 11m,35h 23m,31h 21m,27h 36m,23h 35m,19h 31m,15h 10m,13h 27m,11h 18m,8h 56m,5h 51m,4h 45m
Harbour Breton,15,173484.6,48h 11m,,,,,,48h 11m,43h 47m,39h 34m,35h 02m,30h 42m,25h 58m,21h 02m,15h 36m,12h 46m,11h 19m,9h 22m,7h 38m,6h 23m
Harbour Chines,15,160973.2,44h 43m,,,,,,44h 43m,41h 50m,38h 50m,35h 39m,32h 12m,28h 08m,23h 52m,20h 36m,18h 01m,16h 02m,14h 25m,12h 05m,8h 29m
Harbour Village,15,160895.3,44h 42m,,,,,,44h 42m,41h 49m,38h 49m,35h 38m,32h 11m,28h 07m,23h 51m,20h 35m,17h 59m,16h 01m,14h 24m,12h 04m,8h 29m
Hare Bay,15,169152.7,46h 59m,,,,,,46h 59m,42h 35m,38h 21m,33h 48m,29h 27m,24h 42m,19h 44m,14h 17m,11h 25m,9h 56m,7h 55m,6h 05m,4h 41m
Harrison Hot Springs,15,157477.9,43h 45m,,,,,,43h 45m,40h 52m,37h 52m,34h 41m,31h 15m,27h 11m,22h 56m,19h 41m,17h 06m,15h 09m,13h 36m,11h 19m,7h 48m
Harriston,15,118589.8,32h 56m,,,,,,32h 56m,30h 06m,27h 40m,25h 14m,23h 22m,21h 37m,20h 16m,18h 37m,17h 04m,15h 21m,13h 01m,10h 43m,7h 06m
Hastings-Sunrise,15,161346.1,44h 49m,,,,,,44h 49m,41h 56m,38h 56m,35h 45m,32h 18m,28h 14m,23h 58m,20h 42m,18h 06m,16h 08m,14h 31m,12h 10m,8h 34m
Hatzic,15,159417.7,44h 17m,,,,,,44h 17m,41h 24m,38h 24m,35h 13m,31h 47m,27h 43m,23h 27m,20h 11m,17h 36m,15h 38m,14h 04m,11h 45m,8h 12m
Haute-Aboujagane,15,121899.9,33h 52m,,,,,,33h 52m,29h 59m,26h 21m,22h 31m,18h 59m,15h 15m,11h 31m,7h 35m,5h 54m,4h 34m,2h 54m,1h 33m,0h 36m
Havre-Saint-Pierre,15,141480.9,39h 18m,,,,,,39h 18m,35h 44m,32h 27m,29h 02m,26h 01m,22h 52m,19h 51m,16h 51m,15h 14m,13h 51m,13h 22m,12h 42m,11h 37m
Hawkesbury,15,110681.7,30h 45m,,,,,,30h 45m,27h 34m,24h 46m,21h 53m,19h 29m,17h 06m,15h 01m,13h 10m,11h 16m,9h 27m,7h 26m,5h 34m,2h 40m
Hay River,15,149849.7,41h 37m,,,,,,41h 37m,38h 25m,35h 02m,31h 24m,27h 26m,22h 44m,17h 42m,13h 29m,10h 55m,8h 43m,7h 23m,5h 25m,2h 58m
Headingley,15,107736.4,29h 56m,,,,,,29h 56m,27h 57m,26h 00m,24h 01m,22h 01m,19h 40m,17h 05m,14h 20m,11h 50m,9h 17m,6h 37m,4h 17m,2h 01m
Hearst,15,106596.5,29h 37m,,,,,,29h 37m,27h 26m,25h 46m,24h 14m,22h 45m,21h 24m,20h 06m,18h 33m,17h 04m,15h 12m,12h 35m,10h 15m,6h 44m
Heart's Delight-Islington,15,178365.5,49h 33m,,,,,,49h 33m,45h 10m,40h 59m,36h 29m,32h 12m,27h 32m,22h 39m,17h 19m,14h 35m,13h 17m,11h 32m,10h 07m,9h 07m
Heffley Creek,15,148495.7,41h 15m,,,,,,41h 15m,38h 23m,35h 23m,32h 13m,28h 47m,24h 44m,20h 29m,17h 15m,14h 47m,12h 52m,11h 18m,9h 05m,5h 53m
Hemmingford,15,107455.5,29h 51m,,,,,,29h 51m,26h 31m,23h 32m,20h 27m,17h 49m,15h 08m,12h 42m,10h 24m,8h 11m,6h 22m,4h 47m,2h 33m,0h 58m
Henry Farm,15,114381.5,31h 46m,,,,,,31h 46m,28h 53m,26h 24m,23h 54m,21h 58m,20h 08m,18h 43m,17h 06m,15h 39m,13h 46m,11h 33m,9h 26m,6h 05m
Highland Creek,15,114398.9,31h 47m,,,,,,31h 47m,28h 52m,26h 23m,23h 52m,21h 54m,20h 02m,18h 35m,16h 59m,15h 32m,13h 37m,11h 25m,9h 18m,5h 59m
High Level,15,140581.8,39h 03m,,,,,,39h 03m,35h 57m,32h 42m,29h 12m,25h 24m,20h 55m,16h 08m,12h 13m,10h 03m,8h 23m,6h 24m,4h 11m,1h 49m
High Prairie,15,131387.1,36h 30m,,,,,,36h 30m,33h 33m,30h 28m,27h 11m,23h 38m,19h 25m,15h 00m,11h 31m,9h 47m,7h 39m,6h 05m,4h 26m,3h 17m
High River,15,126193.8,35h 03m,,,,,,35h 03m,32h 21m,29h 33m,26h 35m,23h 25m,19h 40m,15h 48m,13h 02m,10h 21m,8h 41m,6h 52m,4h 35m,2h 13m
Hillcrest Village,15,114336.1,31h 46m,,,,,,31h 46m,28h 52m,26h 24m,23h 54m,21h 58m,20h 08m,18h 43m,17h 07m,15h 39m,13h 47m,11h 34m,9h 26m,6h 05m
