from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Lansing-Westgate,15,114344.2,31h 46m,,,,,,31h 46m,28h 53m,26h 24m,23h 55m,21h 59m,20h 09m,18h 44m,17h 07m,15h 39m,13h 48m,11h 35m,9h 27m,6h 05m
Lawrence Park South,15,114476.1,31h 48m,,,,,,31h 48m,28h 55m,26h 26m,23h 57m,22h 01m,20h 11m,18h 47m,17h 10m,15h 42m,13h 50m,11h 37m,9h 29m,6h 07m
Leaside-Bennington,15,114723.4,31h 52m,,,,,,31h 52m,28h 59m,26h 30m,24h 00m,22h 04m,20h 13m,18h 48m,17h 12m,15h 44m,13h 52m,11h 38m,9h 30m,6h 09m
Rexdale-Kipling,15,114463.0,31h 48m,,,,,,31h 48m,28h 55m,26h 27m,23h 58m,22h 03m,20h 14m,18h 50m,17h 13m,15h 44m,13h 54m,11h 40m,9h 31m,6h 07m
Mount Olive-Silverstone-Jamestown,15,114467.3,31h 48m,,,,,,31h 48m,28h 55m,26h 27m,23h 59m,22h 04m,20h 15m,18h 52m,17h 14m,15h 45m,13h 56m,11h 42m,9h 32m,6h 08m
Mount Pleasant East,15,114655.9,31h 51m,,,,,,31h 51m,28h 58m,26h 29m,23h 59m,22h 04m,20h 13m,18h 49m,17h 12m,15h 44m,13h 52m,11h 39m,9h 30m,6h 09m
North Riverdale,15,114955.6,31h 56m,,,,,,31h 56m,29h 02m,26h 33m,24h 03m,22h 07m,20h 16m,18h 51m,17h 14m,15h 47m,13h 54m,11h 41m,9h 33m,6h 12m
Old East York,15,114673.0,31h 51m,,,,,,31h 51m,28h 58m,26h 29m,23h 59m,22h 02m,20h 12m,18h 46m,17h 10m,15h 42m,13h 49m,11h 37m,9h 29m,6h 09m
Willowdale West,15,114364.7,31h 46m,,,,,,31h 46m,28h 53m,26h 25m,23h 55m,21h 59m,20h 10m,18h 45m,17h 08m,15h 40m,13h 49m,11h 36m,9h 27m,6h 06m
Black Creek,15,114249.3,31h 44m,,,,,,31h 44m,28h 52m,26h 24m,23h 55m,22h 01m,20h 12m,18h 49m,17h 11m,15h 42m,13h 53m,11h 39m,9h 29m,6h 05m
Rockcliffe-Smythe,15,114488.3,31h 48m,,,,,,31h 48m,28h 55m,26h 27m,23h 58m,22h 03m,20h 14m,18h 51m,17h 13m,15h 44m,13h 54m,11h 40m,9h 31m,6h 08m
Pelmo Park-Humberlea,15,114342.1,31h 46m,,,,,,31h 46m,28h 53m,26h 25m,23h 56m,22h 01m,20h 12m,18h 48m,17h 11m,15h 42m,13h 52m,11h 38m,9h 29m,6h 06m
Playter Estates-Danforth,15,114933.3,31h 56m,,,,,,31h 56m,29h 02m,26h 33m,24h 03m,22h 07m,20h 16m,18h 51m,17h 14m,15h 46m,13h 53m,11h 40m,9h 33m,6h 12m
Rosedale-Moore Park,15,114913.5,31h 55m,,,,,,31h 55m,29h 02m,26h 33m,24h 04m,22h 08m,20h 18m,18h 53m,17h 16m,15h 48m,13h 56m,11h 43m,9h 34m,6h 12m
Runnymede-Bloor West Village,15,114708.3,31h 52m,,,,,,31h 52m,28h 59m,26h 31m,24h 02m,22h 07m,20h 18m,18h 54m,17h 17m,15h 48m,13h 58m,11h 44m,9h 34m,6h 10m
Rustic,15,114231.4,31h 44m,,,,,,31h 44m,28h 51m,26h 23m,23h 54m,21h 59m,20h 10m,18h 46m,17h 09m,15h 40m,13h 50m,11h 36m,9h 27m,6h 04m
Stonegate-Queensway,15,115003.1,31h 57m,,,,,,31h 57m,29h 04m,26h 36m,24h 07m,22h 11m,20h 22m,18h 59m,17h 21m,15h 52m,14h 02m,11h 48m,9h 38m,6h 14m
Briar Hill-Belgravia,15,114407.5,31h 47m,,,,,,31h 47m,28h 54m,26h 26m,23h 56m,22h 01m,20h 11m,18h 47m,17h 10m,15h 42m,13h 51m,11h 38m,9h 29m,6h 06m
Danforth East York,15,114835.0,31h 54m,,,,,,31h 54m,29h 00m,26h 31m,24h 01m,22h 05m,20h 14m,18h 49m,17h 12m,15h 45m,13h 52m,11h 39m,9h 31m,6h 11m
St. Andrew-Windfields,15,114328.8,31h 45m,,,,,,31h 45m,28h 52m,26h 24m,23h 54m,21h 58m,20h 07m,18h 43m,17h 06m,15h 38m,13h 46m,11h 33m,9h 26m,6h 05m
Broadview North,15,114824.8,31h 54m,,,,,,31h 54m,29h 00m,26h 31m,24h 01m,22h 05m,20h 14m,18h 49m,17h 12m,15h 44m,13h 52m,11h 39m,9h 31m,6h 10m
Thistletown-Beaumond Heights,15,114388.9,31h 46m,,,,,,31h 46m,28h 54m,26h 26m,23h 57m,22h 02m,20h 13m,18h 50m,17h 13m,15h 44m,13h 54m,11h 40m,9h 31m,6h 07m
Annex,15,114843.9,31h 54m,,,,,,31h 54m,29h 01m,26h 33m,24h 03m,22h 08m,20h 18m,18h 53m,17h 16m,15h 48m,13h 57m,11h 43m,9h 34m,6h 11m
Thorncliffe Park,15,114811.6,31h 54m,,,,,,31h 54m,29h 00m,26h 31m,24h 01m,22h 05m,20h 14m,18h 49m,17h 12m,15h 44m,13h 52m,11h 39m,9h 31m,6h 10m
Victoria Village,15,114593.2,31h 50m,,,,,,31h 50m,28h 56m,26h 27m,23h 57m,22h 01m,20h 10m,18h 45m,17h 09m,15h 41m,13h 48m,11h 35m,9h 28m,6h 08m
Caledonia-Fairbank,15,114438.8,31h 47m,,,,,,31h 47m,28h 54m,26h 26m,23h 57m,22h 02m,20h 12m,18h 48m,17h 11m,15h 43m,13h 52m,11h 38m,9h 29m,6h 07m
Wexford/Maryvale,15,114405.5,31h 47m,,,,,,31h 47m,28h 53m,26h 24m,23h 54m,21h 57m,20h 06m,18h 41m,17h 04m,15h 37m,13h 44m,11h 31m,9h 24m,6h 04m
Weston-Pellam Park,15,114494.9,31h 48m,,,,,,31h 48m,28h 55m,26h 27m,23h 58m,22h 03m,20h 14m,18h 50m,17h 13m,15h 44m,13h 54m,11h 40m,9h 31m,6h 08m
Westminster-Branson,15,114402.2,31h 47m,,,,,,31h 47m,28h 54m,26h 26m,23h 56m,22h 01m,20h 12m,18h 48m,17h 11m,15h 42m,13h 52m,11h 38m,9h 29m,6h 06m
Willowdale East,15,114330.2,31h 46m,,,,,,31h 46m,28h 52m,26h 24m,23h 54m,21h 58m,20h 08m,18h 43m,17h 07m,15h 39m,13h 47m,11h 34m,9h 26m,6h 05m
Yonge-Eglinton,15,114554.1,31h 49m,,,,,,31h 49m,28h 56m,26h 28m,23h 58m,22h 03m,20h 13m,18h 49m,17h 12m,15h 43m,13h 52m,11h 39m,9h 30m,6h 08m
Maple Leaf,15,114196.7,31h 43m,,,,,,31h 43m,28h 50m,26h 22m,23h 53m,21h 58m,20h 08m,18h 45m,17h 07m,15h 39m,13h 49m,11h 35m,9h 26m,6h 04m
Willowridge-Martingrove-Richview,15,114428.6,31h 47m,,,,,,31h 47m,28h 54m,26h 26m,23h 57m,22h 02m,20h 13m,18h 50m,17h 12m,15h 43m,13h 53m,11h 39m,9h 30m,6h 07m
Church-Yonge Corridor,15,114888.5,31h 55m,,,,,,31h 55m,29h 01m,26h 33m,24h 03m,22h 07m,20h 17m,18h 52m,17h 15m,15h 47m,13h 55m,11h 41m,9h 33m,6h 11m
Brookhaven-Amesbury,15,114278.3,31h 45m,,,,,,31h 45m,28h 52m,26h 24m,23h 55m,22h 00m,20h 10m,18h 47m,17h 10m,15h 41m,13h 51m,11h 37m,9h 28m,6h 05m
O'Connor-Parkview,15,114758.0,31h 53m,,,,,,31h 53m,28h 59m,26h 30m,24h 00m,22h 03m,20h 13m,18h 47m,17h 11m,15h 43m,13h 50m,11h 37m,9h 30m,6h 09m
Princess-Rosethorn,15,114594.0,31h 50m,,,,,,31h 50m,28h 57m,26h 29m,24h 00m,22h 05m,20h 16m,18h 52m,17h 15m,15h 46m,13h 56m,11h 42m,9h 32m,6h 09m
Kensington-Chinatown,15,114928.9,31h 55m,,,,,,31h 55m,29h 02m,26h 34m,24h 04m,22h 08m,20h 18m,18h 53m,17h 16m,15h 48m,13h 57m,11h 43m,9h 34m,6h 12m
Bay Street Corridor,15,114891.5,31h 55m,,,,,,31h 55m,29h 02m,26h 33m,24h 03m,22h 07m,20h 17m,18h 52m,17h 15m,15h 47m,13h 55m,11h 42m,9h 33m,6h 12m
Agincourt South-Malvern West,15,114331.2,31h 46m,,,,,,31h 46m,28h 52m,26h 23m,23h 52m,21h 55m,20h 04m,18h 38m,17h 02m,15h 35m,13h 41m,11h 28m,9h 21m,6h 02m
Bayview Woods-Steeles,15,114480.1,31h 48m,,,,,,31h 48m,28h 55m,26h 26m,23h 57m,22h 01m,20h 10m,18h 46m,17h 09m,15h 41m,13h 49m,11h 36m,9h 28m,6h 07m
East End-Danforth,15,116268.2,32h 18m,,,,,,32h 18m,29h 26m,26h 58m,24h 30m,22h 36m,20h 48m,19h 26m,17h 54m,16h 32m,14h 46m,12h 44m,10h 52m,7h 59m
Cabbagetown-South St.James Town,15,114927.3,31h 55m,,,,,,31h 55m,29h 02m,26h 33m,24h 03m,22h 07m,20h 17m,18h 51m,17h 15m,15h 47m,13h 54m,11h 41m,9h 33m,6h 12m
Keelesdale-Eglinton West,15,114377.4,31h 46m,,,,,,31h 46m,28h 54m,26h 25m,23h 56m,22h 01m,20h 12m,18h 48m,17h 11m,15h 42m,13h 52m,11h 38m,9h 29m,6h 06m
Englemount-Lawrence,15,114342.1,31h 46m,,,,,,31h 46m,28h 53m,26h 24m,23h 55m,21h 59m,20h 09m,18h 45m,17h 08m,15h 40m,13h 49m,11h 36m,9h 27m,6h 05m
Forest Hill South,15,114558.3,31h 49m,,,,,,31h 49m,28h 56m,26h 28m,23h 59m,22h 03m,20h 13m,18h 49m,17h 12m,15h 44m,13h 53m,11h 39m,9h 30m,6h 08m
Humber Heights-Westmount,15,114468.0,31h 48m,,,,,,31h 48m,28h 55m,26h 27m,23h 58m,22h 03m,20h 14m,18h 50m,17h 13m,15h 44m,13h 54m,11h 40m,9h 31m,6h 07m
Bedford Park-Nortown,15,114246.1,31h 44m,,,,,,31h 44m,28h 51m,26h 23m,23h 53m,21h 57m,20h 07m,18h 43m,17h 06m,15h 38m,13h 47m,11h 34m,9h 25m,6h 04m
Bathurst Manor,15,114362.5,31h 46m,,,,,,31h 46m,28h 53m,26h 25m,23h 56m,22h 01m,20h 11m,18h 48m,17h 10m,15h 42m,13h 51m,11h 38m,9h 29m,6h 06m
Clanton Park,15,114308.0,31h 45m,,,,,,31h 45m,28h 52m,26h 24m,23h 54m,21h 59m,20h 09m,18h 45m,17h 08m,15h 40m,13h 49m,11h 35m,9h 27m,6h 05m
Clairlea-Birchmount,15,114672.0,31h 51m,,,,,,31h 51m,28h 58m,26h 28m,23h 58m,22h 02m,20h 11m,18h 45m,17h 09m,15h 41m,13h 48m,11h 35m,9h 28m,6h 08m
Bridle Path-Sunnybrook-York Mills,15,114538.6,31h 49m,,,,,,31h 49m,28h 56m,26h 27m,23h 57m,22h 01m,20h 11m,18h 46m,17h 09m,15h 41m,13h 49m,11h 36m,9h 28m,6h 07m
Don Valley Village,15,114381.4,31h 46m,,,,,,31h 46m,28h 53m,26h 24m,23h 54m,21h 58m,20h 08m,18h 42m,17h 06m,15h 38m,13h 46m,11h 33m,9h 26m,6h 05m
Elms-Old Rexdale,15,114347.8,31h 46m,,,,,,31h 46m,28h 53m,26h 25m,23h 56m,22h 01m,20h 12m,18h 48m,17h 11m,15h 42m,13h 52m,11h 38m,9h 29m,6h 06m
Downsview-Roding-CFB,15,114282.4,31h 45m,,,,,,31h 45m,28h 52m,26h 24m,23h 55m,21h 59m,20h 10m,18h 46m,17h 09m,15h 41m,13h 50m,11h 37m,9h 28m,6h 05m
Glenfield-Jane Heights,15,114230.7,31h 44m,,,,,,31h 44m,28h 51m,26h 24m,23h 55m,22h 00m,20h 11m,18h 48m,17h 11m,15h 42m,13h 52m,11h 38m,9h 29m,6h 05m
High Park-Swansea,15,116218.5,32h 17m,,,,,,32h 17m,29h 26m,26h 59m,24h 32m,22h 39m,20h 53m,19h 32m,17h 59m,16h 36m,14h 53m,12h 49m,10h 56m,7h 58m
Kingsview Village-The Westway,15,114284.3,31h 45m,,,,,,31h 45m,28h 52m,26h 24m,23h 55m,22h 00m,20h 11m,18h 47m,17h 10m,15h 41m,13h 51m,11h 37m,9h 28m,6h 05m
Kingsway South,15,114750.0,31h 53m,,,,,,31h 53m,29h 00m,26h 32m,24h 03m,22h 07m,20h 18m,18h 55m,17h 17m,15h 48m,13h 58m,11h 44m,9h 34m,6h 11m
Anahim Lake,15,170854.4,47h 28m,,,,,,47h 28m,44h 27m,41h 17m,37h 55m,34h 15m,29h 56m,25h 21m,21h 41m,19h 25m,16h 54m,14h 45m,13h 00m,10h 23m
Three Rivers,15,128046.2,35h 34m,,,,,,35h 34m,31h 37m,27h 55m,23h 59m,20h 22m,16h 30m,12h 37m,8h 30m,6h 40m,5h 01m,3h 31m,2h 38m,1h 33m
Harbour Main-Chapel's Cove-Lakeview,15,175056.8,48h 38m,,,,,,48h 38m,44h 12m,39h 56m,35h 21m,30h 58m,26h 10m,21h 09m,15h 38m,12h 40m,11h 04m,8h 53m,6h 48m,4h 43m
Trinity Bay North,15,175809.5,48h 50m,,,,,,48h 50m,44h 24m,40h 09m,35h 34m,31h 11m,26h 24m,21h 23m,15h 52m,12h 55m,11h 19m,9h 09m,7h 05m,5h 17m
Ville-Émard,15,105221.3,29h 14m,,,,,,29h 14m,25h 55m,22h 57m,19h 53m,17h 17m,14h 38m,12h 14m,9h 59m,7h 47m,5h 59m,4h 25m,2h 13m,0h 42m
Snowdon,15,104922.0,29h 09m,,,,,,29h 09m,25h 50m,22h 53m,19h 49m,17h 13m,14h 35m,12h 11m,9h 57m,7h 45m,5h 57m,4h 23m,2h 10m,0h 38m
Saint-Henri,15,105132.4,29h 12m,,,,,,29h 12m,25h 53m,22h 55m,19h 51m,17h 15m,14h 36m,12h 12m,9h 57m,7h 46m,5h 58m,4h 24m,2h 13m,0h 43m
Petite-Bourgogne,15,105105.4,29h 12m,,,,,,29h 12m,25h 53m,22h 55m,19h 51m,17h 14m,14h 35m,12h 11m,9h 56m,7h 45m,5h 57m,4h 24m,2h 13m,0h 43m
Pointe-Saint-Charles,15,105309.7,29h 15m,,,,,,29h 15m,25h 56m,22h 58m,19h 54m,17h 17m,14h 38m,12h 14m,9h 59m,7h 47m,6h 00m,4h 27m,2h 16m,0h 46m
Mile End,15,104978.4,29h 10m,,,,,,29h 10m,25h 51m,22h 53m,19h 50m,17h 13m,14h 35m,12h 11m,9h 57m,7h 46m,5h 58m,4h 25m,2h 14m,0h 44m
Parc-Extension,15,104792.0,29h 07m,,,,,,29h 07m,25h 48m,22h 51m,19h 47m,17h 11m,14h 33m,12h 10m,9h 56m,7h 45m,5h 57m,4h 23m,2h 11m,0h 40m
Outremont,15,104960.6,29h 09m,,,,,,29h 09m,25h 51m,22h 53m,19h 50m,17h 14m,14h 35m,12h 12m,9h 58m,7h 46m,5h 58m,4h 25m,2h 13m,0h 42m
Desmarchais-Crawford,15,110329.4,30h 39m,,,,,,30h 39m,27h 26m,24h 35m,21h 39m,19h 12m,16h 45m,14h 35m,12h 37m,10h 49m,9h 06m,7h 12m,5h 33m,3h 00m
Ile-des-Soeurs,15,110253.0,30h 38m,,,,,,30h 38m,27h 25m,24h 33m,21h 37m,19h 10m,16h 42m,14h 31m,12h 33m,10h 45m,9h 02m,7h 09m,5h 31m,3h 00m
Milton-Parc,15,105013.6,29h 10m,,,,,,29h 10m,25h 52m,22h 54m,19h 50m,17h 13m,14h 34m,12h 10m,9h 55m,7h 44m,5h 57m,4h 24m,2h 14m,0h 45m
Ct 0001,15,105040.5,29h 11m,,,,,,29h 11m,25h 52m,22h 53m,19h 49m,17h 12m,14h 33m,12h 08m,9h 52m,7h 42m,5h 55m,4h 24m,2h 16m,0h 50m
Ct 0002,15,105045.0,29h 11m,,,,,,29h 11m,25h 52m,22h 54m,19h 49m,17h 12m,14h 33m,12h 08m,9h 53m,7h 42m,5h 56m,4h 24m,2h 16m,0h 50m
Ct 0003,15,104969.7,29h 09m,,,,,,29h 09m,25h 51m,22h 52m,19h 48m,17h 11m,14h 32m,12h 07m,9h 51m,7h 41m,5h 54m,4h 23m,2h 15m,0h 49m
Ct 0004,15,105076.0,29h 11m,,,,,,29h 11m,25h 52m,22h 54m,19h 50m,17h 13m,14h 33m,12h 09m,9h 53m,7h 42m,5h 56m,4h 24m,2h 16m,0h 50m
Ct 0005,15,105144.5,29h 12m,,,,,,29h 12m,25h 53m,22h 55m,19h 51m,17h 14m,14h 34m,12h 09m,9h 54m,7h 43m,5h 57m,4h 25m,2h 17m,0h 51m
Ct 0006,15,105040.1,29h 11m,,,,,,29h 11m,25h 52m,22h 53m,19h 49m,17h 12m,14h 33m,12h 08m,9h 52m,7h 42m,5h 55m,4h 24m,2h 16m,0h 50m
Ct 0007,15,104867.1,29h 08m,,,,,,29h 08m,25h 49m,22h 51m,19h 46m,17h 09m,14h 30m,12h 05m,9h 50m,7h 39m,5h 53m,4h 21m,2h 13m,0h 48m
Ct 0008,15,109912.5,30h 32m,,,,,,30h 32m,27h 19m,24h 27m,21h 31m,19h 03m,16h 35m,14h 25m,12h 26m,10h 38m,8h 56m,7h 04m,5h 28m,2h 59m
Ct 0009,15,110039.4,30h 34m,,,,,,30h 34m,27h 21m,24h 29m,21h 33m,19h 06m,16h 38m,14h 27m,12h 28m,10h 40m,8h 59m,7h 06m,5h 30m,3h 01m
Ct 0010,15,104913.2,29h 09m,,,,,,29h 09m,25h 50m,22h 51m,19h 47m,17h 10m,14h 31m,12h 06m,9h 50m,7h 40m,5h 54m,4h 22m,2h 14m,0h 48m
Ct 0011,15,104921.6,29h 09m,,,,,,29h 09m,25h 50m,22h 51m,19h 47m,17h 10m,14h 31m,12h 06m,9h 50m,7h 40m,5h 53m,4h 22m,2h 14m,0h 48m
Ct 0012,15,104967.4,29h 09m,,,,,,29h 09m,25h 50m,22h 52m,19h 48m,17h 11m,14h 31m,12h 07m,9h 51m,7h 40m,5h 54m,4h 22m,2h 14m,0h 48m
Ct 0013,15,104927.5,29h 09m,,,,,,29h 09m,25h 50m,22h 51m,19h 47m,17h 10m,14h 31m,12h 06m,9h 50m,7h 40m,5h 53m,4h 22m,2h 13m,0h 47m
Ct 0014,15,104954.9,29h 09m,,,,,,29h 09m,25h 50m,22h 52m,19h 48m,17h 11m,14h 31m,12h 07m,9h 51m,7h 40m,5h 54m,4h 22m,2h 14m,0h 47m
Ct 0015,15,110042.4,30h 34m,,,,,,30h 34m,27h 21m,24h 30m,21h 33m,19h 06m,16h 38m,14h 27m,12h 29m,10h 41m,8h 59m,7h 06m,5h 29m,3h 00m
Ct 0016,15,109992.0,30h 33m,,,,,,30h 33m,27h 20m,24h 29m,21h 32m,19h 05m,16h 37m,14h 26m,12h 27m,10h 39m,8h 57m,7h 05m,5h 28m,2h 58m
Ct 0017,15,110067.7,30h 34m,,,,,,30h 34m,27h 21m,24h 30m,21h 34m,19h 06m,16h 38m,14h 27m,12h 29m,10h 41m,8h 59m,7h 06m,5h 29m,3h 00m
Ct 0018,15,110057.3,30h 34m,,,,,,30h 34m,27h 21m,24h 30m,21h 34m,19h 06m,16h 38m,14h 27m,12h 29m,10h 41m,8h 59m,7h 07m,5h 29m,3h 00m
