from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Keelesdale-Eglinton West,20,114260.5,31h 44m,31h 44m,29h 36m,27h 48m,26h 01m,24h 08m,22h 26m,20h 48m,19h 14m,17h 29m,16h 06m,14h 32m,13h 10m,11h 41m,10h 05m,8h 24m,6h 09m,4h 22m,2h 24m
Englemount-Lawrence,20,114275.2,31h 45m,31h 45m,29h 36m,27h 48m,26h 01m,24h 07m,22h 25m,20h 47m,19h 12m,17h 27m,16h 04m,14h 30m,13h 08m,11h 39m,10h 04m,8h 23m,6h 09m,4h 24m,2h 26m
Forest Hill South,20,114492.0,31h 48m,31h 48m,29h 40m,27h 51m,26h 04m,24h 11m,22h 28m,20h 51m,19h 16m,17h 31m,16h 07m,14h 34m,13h 12m,11h 43m,10h 08m,8h 27m,6h 13m,4h 27m,2h 29m
Humber Heights-Westmount,20,114339.6,31h 46m,31h 46m,29h 38m,27h 49m,26h 02m,24h 09m,22h 27m,20h 50m,19h 15m,17h 30m,16h 07m,14h 33m,13h 12m,11h 43m,10h 07m,8h 25m,6h 10m,4h 22m,2h 25m
Bedford Park-Nortown,20,114185.7,31h 43m,31h 43m,29h 35m,27h 46m,25h 59m,24h 05m,22h 23m,20h 46m,19h 11m,17h 25m,16h 01m,14h 28m,13h 06m,11h 37m,10h 02m,8h 21m,6h 08m,4h 23m,2h 25m
Bathurst Manor,20,114256.7,31h 44m,31h 44m,29h 36m,27h 48m,26h 01m,24h 07m,22h 25m,20h 48m,19h 13m,17h 28m,16h 05m,14h 31m,13h 10m,11h 41m,10h 05m,8h 24m,6h 09m,4h 22m,2h 25m
Clanton Park,20,114236.0,31h 44m,31h 44m,29h 36m,27h 47m,26h 00m,24h 07m,22h 24m,20h 47m,19h 12m,17h 27m,16h 03m,14h 30m,13h 08m,11h 39m,10h 04m,8h 23m,6h 09m,4h 23m,2h 26m
Clairlea-Birchmount,20,114685.0,31h 51m,31h 51m,29h 43m,27h 54m,26h 06m,24h 12m,22h 29m,20h 51m,19h 15m,17h 29m,16h 05m,14h 31m,13h 08m,11h 40m,10h 06m,8h 26m,6h 13m,4h 30m,2h 29m
Bridle Path-Sunnybrook-York Mills,20,114503.5,31h 48m,31h 48m,29h 40m,27h 51m,26h 04m,24h 10m,22h 28m,20h 50m,19h 14m,17h 29m,16h 05m,14h 31m,13h 09m,11h 40m,10h 05m,8h 25m,6h 12m,4h 27m,2h 28m
Don Valley Village,20,114356.7,31h 46m,31h 46m,29h 38m,27h 48m,26h 01m,24h 07m,22h 25m,20h 47m,19h 11m,17h 25m,16h 01m,14h 28m,13h 05m,11h 37m,10h 02m,8h 22m,6h 09m,4h 25m,2h 26m
Elms-Old Rexdale,20,114220.5,31h 44m,31h 44m,29h 36m,27h 47m,26h 00m,24h 07m,22h 25m,20h 48m,19h 13m,17h 28m,16h 05m,14h 31m,13h 10m,11h 41m,10h 05m,8h 23m,6h 08m,4h 21m,2h 24m
Downsview-Roding-CFB,20,114174.6,31h 43m,31h 43m,29h 35m,27h 46m,25h 59m,24h 06m,22h 24m,20h 47m,19h 12m,17h 27m,16h 04m,14h 30m,13h 08m,11h 39m,10h 04m,8h 22m,6h 08m,4h 21m,2h 24m
Glenfield-Jane Heights,20,114063.7,31h 41m,31h 41m,29h 33m,27h 45m,25h 58m,24h 05m,22h 23m,20h 46m,19h 12m,17h 27m,16h 04m,14h 30m,13h 09m,11h 40m,10h 04m,8h 21m,6h 06m,4h 18m,2h 21m
High Park-Swansea,20,114856.6,31h 54m,31h 54m,29h 46m,27h 58m,26h 11m,24h 17m,22h 35m,20h 58m,19h 23m,17h 38m,16h 15m,14h 41m,13h 19m,11h 50m,10h 14m,8h 32m,6h 17m,4h 30m,2h 32m
Kingsview Village-The Westway,20,114155.9,31h 43m,31h 43m,29h 35m,27h 46m,25h 59m,24h 06m,22h 24m,20h 47m,19h 12m,17h 27m,16h 04m,14h 30m,13h 09m,11h 40m,10h 04m,8h 22m,6h 07m,4h 20m,2h 23m
Kingsway South,20,114629.9,31h 50m,31h 50m,29h 42m,27h 54m,26h 07m,24h 14m,22h 32m,20h 55m,19h 20m,17h 35m,16h 12m,14h 38m,13h 16m,11h 47m,10h 11m,8h 29m,6h 14m,4h 26m,2h 28m
Anahim Lake,20,152480.2,42h 21m,42h 21m,39h 52m,37h 32m,34h 59m,32h 18m,29h 17m,26h 17m,23h 51m,21h 10m,18h 07m,16h 10m,14h 07m,12h 26m,10h 55m,9h 15m,7h 13m,5h 42m,3h 43m
Three Rivers,20,139539.5,38h 46m,38h 46m,36h 00m,33h 31m,30h 58m,28h 12m,25h 32m,22h 47m,19h 55m,16h 39m,13h 29m,10h 17m,9h 04m,7h 39m,6h 04m,4h 20m,2h 41m,1h 53m,1h 18m
Harbour Main-Chapel's Cove-Lakeview,20,196624.1,54h 37m,54h 37m,51h 39m,48h 55m,46h 07m,43h 04m,40h 04m,36h 56m,33h 38m,29h 52m,26h 06m,22h 10m,20h 11m,17h 52m,15h 14m,14h 03m,12h 28m,10h 48m,8h 40m
Trinity Bay North,20,196977.3,54h 43m,54h 43m,51h 45m,49h 01m,46h 12m,43h 09m,40h 08m,37h 00m,33h 41m,29h 55m,26h 08m,22h 11m,20h 10m,17h 51m,15h 11m,13h 57m,12h 19m,10h 34m,8h 18m
Ville-Émard,20,113080.4,31h 25m,31h 25m,29h 05m,27h 02m,25h 01m,22h 50m,20h 49m,18h 50m,16h 50m,14h 36m,12h 38m,10h 52m,9h 16m,8h 06m,6h 54m,5h 45m,4h 16m,3h 10m,1h 57m
Snowdon,20,112759.8,31h 19m,31h 19m,28h 59m,26h 58m,24h 56m,22h 46m,20h 45m,18h 46m,16h 47m,14h 33m,12h 35m,10h 50m,9h 14m,8h 03m,6h 52m,5h 42m,4h 12m,3h 08m,1h 54m
Saint-Henri,20,112999.8,31h 23m,31h 23m,29h 03m,27h 01m,24h 59m,22h 49m,20h 48m,18h 49m,16h 49m,14h 34m,12h 36m,10h 51m,9h 14m,8h 05m,6h 54m,5h 45m,4h 16m,3h 11m,1h 59m
Petite-Bourgogne,20,112974.7,31h 23m,31h 23m,29h 03m,27h 01m,24h 59m,22h 48m,20h 47m,18h 48m,16h 48m,14h 33m,12h 35m,10h 50m,9h 13m,8h 04m,6h 53m,5h 44m,4h 16m,3h 11m,1h 59m
Pointe-Saint-Charles,20,113185.2,31h 26m,31h 26m,29h 06m,27h 04m,25h 02m,22h 52m,20h 50m,18h 51m,16h 51m,14h 36m,12h 38m,10h 52m,9h 16m,8h 06m,6h 56m,5h 47m,4h 19m,3h 13m,2h 02m
Mile End,20,112816.5,31h 20m,31h 20m,29h 00m,26h 58m,24h 57m,22h 47m,20h 46m,18h 47m,16h 47m,14h 33m,12h 35m,10h 50m,9h 14m,8h 04m,6h 53m,5h 44m,4h 16m,3h 12m,2h 00m
Parc-Extension,20,112608.9,31h 17m,31h 17m,28h 57m,26h 55m,24h 54m,22h 44m,20h 43m,18h 44m,16h 45m,14h 31m,12h 34m,10h 49m,9h 13m,8h 02m,6h 51m,5h 42m,4h 12m,3h 09m,1h 56m
Outremont,20,112792.5,31h 20m,31h 20m,29h 00m,26h 58m,24h 56m,22h 46m,20h 45m,18h 47m,16h 47m,14h 33m,12h 36m,10h 51m,9h 14m,8h 04m,6h 53m,5h 44m,4h 15m,3h 11m,1h 58m
Desmarchais-Crawford,20,113129.9,31h 25m,31h 25m,29h 05m,27h 03m,25h 01m,22h 51m,20h 50m,18h 51m,16h 51m,14h 36m,12h 38m,10h 53m,9h 16m,8h 06m,6h 55m,5h 47m,4h 18m,3h 12m,1h 59m
Ile-des-Soeurs,20,113306.6,31h 28m,31h 28m,29h 08m,27h 06m,25h 05m,22h 54m,20h 53m,18h 54m,16h 54m,14h 40m,12h 42m,10h 57m,9h 21m,8h 13m,7h 03m,5h 57m,4h 32m,3h 29m,2h 24m
Milton-Parc,20,112869.3,31h 21m,31h 21m,29h 01m,26h 59m,24h 57m,22h 47m,20h 46m,18h 47m,16h 47m,14h 32m,12h 34m,10h 49m,9h 13m,8h 03m,6h 52m,5h 44m,4h 16m,3h 11m,2h 01m
Ct 0001,20,112922.8,31h 22m,31h 22m,29h 02m,26h 59m,24h 57m,22h 47m,20h 45m,18h 46m,16h 46m,14h 31m,12h 32m,10h 46m,9h 10m,8h 01m,6h 52m,5h 45m,4h 19m,3h 14m,2h 06m
Ct 0002,20,112923.7,31h 22m,31h 22m,29h 02m,26h 59m,24h 57m,22h 47m,20h 45m,18h 46m,16h 46m,14h 31m,12h 32m,10h 46m,9h 11m,8h 02m,6h 52m,5h 45m,4h 19m,3h 14m,2h 06m
Ct 0003,20,112849.4,31h 21m,31h 21m,29h 01m,26h 58m,24h 56m,22h 46m,20h 44m,18h 45m,16h 44m,14h 29m,12h 31m,10h 45m,9h 09m,8h 00m,6h 51m,5h 44m,4h 18m,3h 13m,2h 05m
Ct 0004,20,112957.6,31h 23m,31h 23m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 33m,10h 46m,9h 11m,8h 02m,6h 52m,5h 46m,4h 19m,3h 14m,2h 07m
Ct 0005,20,113029.1,31h 24m,31h 24m,29h 03m,27h 01m,24h 59m,22h 49m,20h 47m,18h 48m,16h 47m,14h 32m,12h 34m,10h 47m,9h 12m,8h 03m,6h 53m,5h 47m,4h 20m,3h 15m,2h 08m
Ct 0006,20,112922.9,31h 22m,31h 22m,29h 02m,26h 59m,24h 57m,22h 47m,20h 45m,18h 46m,16h 45m,14h 30m,12h 32m,10h 46m,9h 10m,8h 01m,6h 52m,5h 45m,4h 19m,3h 14m,2h 06m
Ct 0007,20,112743.9,31h 19m,31h 19m,28h 59m,26h 56m,24h 54m,22h 44m,20h 42m,18h 43m,16h 43m,14h 28m,12h 29m,10h 43m,9h 08m,7h 59m,6h 49m,5h 42m,4h 16m,3h 11m,2h 04m
Ct 0008,20,112805.7,31h 20m,31h 20m,29h 00m,26h 57m,24h 55m,22h 45m,20h 43m,18h 44m,16h 44m,14h 29m,12h 30m,10h 44m,9h 08m,8h 00m,6h 50m,5h 43m,4h 17m,3h 12m,2h 05m
Ct 0009,20,112926.3,31h 22m,31h 22m,29h 02m,26h 59m,24h 57m,22h 47m,20h 45m,18h 46m,16h 45m,14h 31m,12h 32m,10h 46m,9h 10m,8h 01m,6h 52m,5h 45m,4h 19m,3h 14m,2h 07m
Ct 0010,20,112790.2,31h 20m,31h 20m,29h 00m,26h 57m,24h 55m,22h 45m,20h 43m,18h 44m,16h 44m,14h 29m,12h 30m,10h 44m,9h 09m,8h 00m,6h 50m,5h 43m,4h 17m,3h 12m,2h 05m
Ct 0011,20,112804.5,31h 20m,31h 20m,29h 00m,26h 57m,24h 55m,22h 45m,20h 43m,18h 44m,16h 44m,14h 29m,12h 30m,10h 44m,9h 08m,7h 59m,6h 50m,5h 43m,4h 17m,3h 12m,2h 04m
Ct 0012,20,112853.3,31h 21m,31h 21m,29h 01m,26h 58m,24h 56m,22h 46m,20h 44m,18h 45m,16h 44m,14h 29m,12h 31m,10h 44m,9h 09m,8h 00m,6h 50m,5h 43m,4h 17m,3h 12m,2h 04m
Ct 0013,20,112810.5,31h 20m,31h 20m,29h 00m,26h 58m,24h 56m,22h 45m,20h 43m,18h 44m,16h 44m,14h 29m,12h 30m,10h 44m,9h 09m,8h 00m,6h 50m,5h 43m,4h 16m,3h 11m,2h 03m
Ct 0014,20,112837.0,31h 21m,31h 21m,29h 00m,26h 58m,24h 56m,22h 45m,20h 44m,18h 45m,16h 44m,14h 29m,12h 31m,10h 45m,9h 09m,8h 00m,6h 50m,5h 43m,4h 17m,3h 12m,2h 04m
Ct 0015,20,112918.1,31h 22m,31h 22m,29h 02m,26h 59m,24h 57m,22h 47m,20h 45m,18h 46m,16h 46m,14h 31m,12h 32m,10h 46m,9h 11m,8h 02m,6h 52m,5h 44m,4h 18m,3h 13m,2h 04m
Ct 0016,20,112879.1,31h 21m,31h 21m,29h 01m,26h 59m,24h 57m,22h 46m,20h 44m,18h 45m,16h 45m,14h 30m,12h 31m,10h 45m,9h 09m,8h 00m,6h 50m,5h 43m,4h 17m,3h 11m,2h 03m
Ct 0017,20,112946.9,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 32m,10h 46m,9h 11m,8h 02m,6h 52m,5h 45m,4h 18m,3h 13m,2h 04m
Ct 0018,20,112930.9,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 33m,10h 46m,9h 11m,8h 02m,6h 52m,5h 44m,4h 18m,3h 13m,2h 04m
Ct 0019,20,112873.7,31h 21m,31h 21m,29h 01m,26h 59m,24h 57m,22h 46m,20h 45m,18h 45m,16h 45m,14h 30m,12h 32m,10h 46m,9h 10m,8h 01m,6h 51m,5h 44m,4h 17m,3h 12m,2h 04m
Ct 0021,20,112930.1,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 33m,10h 46m,9h 11m,8h 02m,6h 52m,5h 44m,4h 18m,3h 12m,2h 04m
Ct 0022,20,112942.0,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 33m,10h 47m,9h 11m,8h 02m,6h 52m,5h 44m,4h 17m,3h 12m,2h 03m
Ct 0023,20,112984.4,31h 23m,31h 23m,29h 03m,27h 00m,24h 58m,22h 48m,20h 46m,18h 47m,16h 47m,14h 32m,12h 33m,10h 47m,9h 12m,8h 02m,6h 52m,5h 45m,4h 18m,3h 12m,2h 03m
Ct 0024,20,112962.8,31h 23m,31h 23m,29h 02m,27h 00m,24h 58m,22h 48m,20h 46m,18h 47m,16h 47m,14h 32m,12h 34m,10h 48m,9h 12m,8h 03m,6h 52m,5h 45m,4h 18m,3h 12m,2h 03m
Ct 0025,20,112940.1,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 47m,16h 46m,14h 32m,12h 33m,10h 47m,9h 12m,8h 02m,6h 52m,5h 45m,4h 18m,3h 12m,2h 03m
Ct 0026,20,112939.8,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 47m,16h 46m,14h 31m,12h 33m,10h 47m,9h 11m,8h 02m,6h 52m,5h 45m,4h 18m,3h 13m,2h 04m
Ct 0027,20,112922.9,31h 22m,31h 22m,29h 02m,27h 00m,24h 58m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 33m,10h 47m,9h 11m,8h 02m,6h 52m,5h 45m,4h 18m,3h 13m,2h 04m
Ct 0028,20,112917.1,31h 22m,31h 22m,29h 02m,26h 59m,24h 57m,22h 47m,20h 46m,18h 46m,16h 46m,14h 31m,12h 33m,10h 47m,9h 11m,8h 02m,6h 52m,5h 45m,4h 18m,3h 13m,2h 04m
Ct 0029,20,112851.2,31h 21m,31h 21m,29h 01m,26h 58m,24h 56m,22h 46m,20h 44m,18h 45m,16h 45m,14h 30m,12h 32m,10h 46m,9h 10m,8h 01m,6h 51m,5h 44m,4h 17m,3h 12m,2h 03m
Ct 0030,20,112860.5,31h 21m,31h 21m,29h 01m,26h 59m,24h 57m,22h 46m,20h 45m,18h 45m,16h 45m,14h 31m,12h 32m,10h 46m,9h 11m,8h 01m,6h 51m,5h 44m,4h 17m,3h 12m,2h 03m
108 Mile Ranch,20,136218.1,37h 50m,37h 50m,35h 25m,33h 10m,30h 42m,28h 06m,25h 11m,22h 19m,20h 01m,17h 30m,14h 39m,12h 42m,10h 56m,9h 34m,8h 10m,6h 40m,5h 16m,4h 12m,3h 04m
Mont-Carmel,20,118138.7,32h 49m,32h 49m,30h 18m,28h 05m,25h 50m,23h 25m,21h 08m,18h 50m,16h 28m,13h 48m,11h 20m,8h 59m,7h 43m,6h 53m,6h 14m,5h 39m,5h 00m,4h 02m,2h 37m
Saint-Louis-du-Ha Ha,20,120532.4,33h 29m,33h 29m,30h 55m,28h 39m,26h 20m,23h 51m,21h 29m,19h 06m,16h 38m,13h 51m,11h 15m,8h 44m,7h 35m,6h 45m,6h 05m,5h 26m,4h 33m,3h 48m,2h 35m
Tingwick,20,116323.8,32h 19m,32h 19m,29h 55m,27h 48m,25h 42m,23h 26m,21h 19m,19h 13m,17h 05m,14h 41m,12h 32m,10h 33m,9h 03m,8h 02m,7h 01m,6h 07m,4h 59m,4h 00m,2h 57m
West St. Paul,20,100667.1,27h 58m,27h 58m,26h 25m,25h 08m,23h 45m,22h 22m,20h 51m,19h 13m,17h 42m,16h 23m,15h 12m,13h 57m,12h 39m,11h 17m,9h 41m,7h 48m,6h 04m,4h 28m,2h 06m
Fairview,20,144282.7,40h 05m,40h 05m,37h 42m,35h 29m,33h 05m,30h 32m,27h 41m,24h 53m,22h 40m,20h 16m,17h 31m,15h 21m,13h 42m,12h 13m,10h 31m,8h 25m,6h 46m,4h 44m,3h 08m
Dunbar-Southlands,20,144774.0,40h 13m,40h 13m,37h 50m,35h 37m,33h 13m,30h 40m,27h 49m,25h 01m,22h 48m,20h 23m,17h 39m,15h 29m,13h 50m,12h 20m,10h 39m,8h 32m,6h 53m,4h 50m,3h 14m
Marpole,20,144572.3,40h 10m,40h 10m,37h 47m,35h 34m,33h 09m,30h 37m,27h 46m,24h 58m,22h 45m,20h 20m,17h 36m,15h 26m,13h 47m,12h 18m,10h 36m,8h 29m,6h 51m,4h 48m,3h 13m
Sunset,20,144310.5,40h 05m,40h 05m,37h 42m,35h 30m,33h 05m,30h 32m,27h 42m,24h 54m,22h 41m,20h 16m,17h 32m,15h 22m,13h 43m,12h 14m,10h 33m,8h 26m,6h 48m,4h 46m,3h 11m
Riley Park,20,144192.4,40h 03m,40h 03m,37h 40m,35h 28m,33h 03m,30h 30m,27h 40m,24h 52m,22h 39m,20h 14m,17h 30m,15h 20m,13h 41m,12h 12m,10h 31m,8h 24m,6h 46m,4h 44m,3h 09m
Marlborough,20,143555.8,39h 53m,39h 53m,37h 30m,35h 17m,32h 53m,30h 20m,27h 29m,24h 42m,22h 29m,20h 05m,17h 21m,15h 11m,13h 32m,12h 03m,10h 22m,8h 16m,6h 39m,4h 39m,3h 06m
Big Bend,20,143797.5,39h 57m,39h 57m,37h 34m,35h 21m,32h 57m,30h 24m,27h 33m,24h 46m,22h 33m,20h 08m,17h 25m,15h 15m,13h 36m,12h 07m,10h 26m,8h 20m,6h 43m,4h 42m,3h 09m
Morley-Buckingham,20,143528.0,39h 52m,39h 52m,37h 29m,35h 17m,32h 52m,30h 20m,27h 29m,24h 41m,22h 29m,20h 04m,17h 20m,15h 10m,13h 32m,12h 03m,10h 22m,8h 16m,6h 39m,4h 39m,3h 06m
Stride Hill,20,143635.5,39h 54m,39h 54m,37h 31m,35h 19m,32h 54m,30h 21m,27h 31m,24h 43m,22h 31m,20h 06m,17h 22m,15h 12m,13h 34m,12h 05m,10h 24m,8h 18m,6h 41m,4h 41m,3h 08m
Clinton-Glenwood,20,143765.3,39h 56m,39h 56m,37h 33m,35h 21m,32h 56m,30h 23m,27h 33m,24h 45m,22h 33m,20h 08m,17h 24m,15h 14m,13h 36m,12h 06m,10h 25m,8h 19m,6h 42m,4h 41m,3h 08m
Kingsway-Beresford,20,143510.1,39h 52m,39h 52m,37h 29m,35h 16m,32h 52m,30h 19m,27h 29m,24h 41m,22h 29m,20h 04m,17h 20m,15h 10m,13h 32m,12h 03m,10h 22m,8h 16m,6h 39m,4h 39m,3h 06m
Oakalla,20,143624.2,39h 54m,39h 54m,37h 31m,35h 18m,32h 54m,30h 21m,27h 31m,24h 43m,22h 30m,20h 06m,17h 22m,15h 12m,13h 33m,12h 04m,10h 23m,8h 17m,6h 40m,4h 40m,3h 07m
Edmonds,20,143412.5,39h 50m,39h 50m,37h 27m,35h 15m,32h 50m,30h 18m,27h 27m,24h 39m,22h 27m,20h 03m,17h 19m,15h 09m,13h 31m,12h 02m,10h 21m,8h 15m,6h 38m,4h 38m,3h 07m
Lochdale,20,143558.9,39h 53m,39h 53m,37h 30m,35h 17m,32h 53m,30h 20m,27h 29m,24h 42m,22h 29m,20h 04m,17h 20m,15h 10m,13h 32m,12h 03m,10h 22m,8h 16m,6h 38m,4h 38m,3h 04m
Government Road,20,143438.3,39h 51m,39h 51m,37h 28m,35h 15m,32h 51m,30h 18m,27h 28m,24h 40m,22h 27m,20h 03m,17h 19m,15h 09m,13h 31m,12h 02m,10h 21m,8h 15m,6h 38m,4h 38m,3h 05m
West Cambie,20,144530.7,40h 09m,40h 09m,37h 46m,35h 33m,33h 09m,30h 36m,27h 45m,24h 57m,22h 45m,20h 20m,17h 36m,15h 26m,13h 47m,12h 18m,10h 36m,8h 30m,6h 51m,4h 50m,3h 15m
East Cambie,20,144431.6,40h 07m,40h 07m,37h 44m,35h 32m,33h 07m,30h 34m,27h 44m,24h 56m,22h 43m,20h 18m,17h 34m,15h 24m,13h 46m,12h 16m,10h 35m,8h 28m,6h 50m,4h 49m,3h 14m
Bridgeport,20,144590.1,40h 10m,40h 10m,37h 47m,35h 34m,33h 10m,30h 37m,27h 46m,24h 58m,22h 46m,20h 21m,17h 37m,15h 26m,13h 48m,12h 18m,10h 37m,8h 30m,6h 52m,4h 50m,3h 15m
Blundell,20,144734.1,40h 12m,40h 12m,37h 49m,35h 37m,33h 12m,30h 39m,27h 49m,25h 01m,22h 48m,20h 23m,17h 39m,15h 29m,13h 50m,12h 21m,10h 39m,8h 33m,6h 54m,4h 52m,3h 17m
Shellmont,20,144301.9,40h 05m,40h 05m,37h 42m,35h 30m,33h 05m,30h 32m,27h 42m,24h 54m,22h 41m,20h 17m,17h 33m,15h 23m,13h 44m,12h 15m,10h 34m,8h 28m,6h 50m,4h 49m,3h 15m
East Richmond-Fraser Lands,20,144514.8,40h 09m,40h 09m,37h 46m,35h 33m,33h 09m,30h 36m,27h 45m,24h 57m,22h 45m,20h 20m,17h 36m,15h 26m,13h 47m,12h 18m,10h 37m,8h 31m,6h 53m,4h 52m,3h 18m
Surrey City Centre,20,143016.0,39h 44m,39h 44m,37h 21m,35h 08m,32h 44m,30h 12m,27h 21m,24h 33m,22h 21m,19h 57m,17h 13m,15h 04m,13h 26m,11h 57m,10h 17m,8h 12m,6h 36m,4h 37m,3h 08m
Burke Mountain,20,143435.2,39h 51m,39h 51m,37h 28m,35h 15m,32h 51m,30h 18m,27h 28m,24h 40m,22h 28m,20h 03m,17h 20m,15h 10m,13h 32m,12h 03m,10h 22m,8h 17m,6h 40m,4h 41m,3h 10m
Westwood Plateau,20,143485.5,39h 51m,39h 51m,37h 29m,35h 16m,32h 52m,30h 19m,27h 29m,24h 41m,22h 29m,20h 04m,17h 20m,15h 11m,13h 32m,12h 04m,10h 23m,8h 18m,6h 41m,4h 42m,3h 10m
Cape Horn,20,143129.4,39h 45m,39h 45m,37h 23m,35h 10m,32h 46m,30h 13m,27h 23m,24h 35m,22h 23m,19h 58m,17h 15m,15h 05m,13h 27m,11h 58m,10h 18m,8h 12m,6h 36m,4h 37m,3h 06m
Burnside-Gorge,20,151978.6,42h 13m,42h 13m,39h 49m,37h 36m,35h 10m,32h 37m,29h 45m,26h 55m,24h 41m,22h 15m,19h 28m,17h 15m,15h 34m,14h 00m,12h 14m,10h 00m,8h 12m,5h 56m,3h 58m
Victoria-Downtown,20,152086.8,42h 15m,42h 15m,39h 51m,37h 38m,35h 12m,32h 38m,29h 46m,26h 57m,24h 43m,22h 16m,19h 30m,17h 17m,15h 35m,14h 02m,12h 15m,10h 02m,8h 14m,5h 58m,3h 59m
Fernwood,20,152232.7,42h 17m,42h 17m,39h 53m,37h 40m,35h 15m,32h 41m,29h 49m,26h 59m,24h 45m,22h 19m,19h 32m,17h 19m,15h 38m,14h 04m,12h 17m,10h 04m,8h 16m,6h 00m,4h 01m
Hillside-Quadra,20,152007.2,42h 13m,42h 13m,39h 50m,37h 36m,35h 11m,32h 37m,29h 45m,26h 56m,24h 42m,22h 15m,19h 29m,17h 16m,15h 34m,14h 01m,12h 14m,10h 01m,8h 13m,5h 57m,3h 58m
Jubilee,20,152326.9,42h 19m,42h 19m,39h 55m,37h 42m,35h 16m,32h 42m,29h 50m,27h 01m,24h 47m,22h 20m,19h 34m,17h 21m,15h 39m,14h 06m,12h 19m,10h 05m,8h 17m,6h 01m,4h 02m
North Park,20,152090.9,42h 15m,42h 15m,39h 51m,37h 38m,35h 12m,32h 38m,29h 46m,26h 57m,24h 43m,22h 16m,19h 30m,17h 17m,15h 35m,14h 02m,12h 15m,10h 02m,8h 14m,5h 58m,3h 59m
Oaklands,20,152139.3,42h 16m,42h 16m,39h 52m,37h 38m,35h 13m,32h 39m,29h 47m,26h 58m,24h 44m,22h 17m,19h 31m,17h 18m,15h 36m,14h 03m,12h 16m,10h 03m,8h 15m,5h 59m,3h 59m
Rockland,20,152406.8,42h 20m,42h 20m,39h 56m,37h 43m,35h 17m,32h 44m,29h 52m,27h 02m,24h 48m,22h 21m,19h 35m,17h 22m,15h 40m,14h 07m,12h 20m,10h 07m,8h 18m,6h 02m,4h 03m
Gonzales,20,152464.2,42h 21m,42h 21m,39h 57m,37h 44m,35h 18m,32h 44m,29h 53m,27h 03m,24h 49m,22h 22m,19h 36m,17h 23m,15h 41m,14h 08m,12h 21m,10h 07m,8h 19m,6h 03m,4h 03m
Victoria West,20,152166.9,42h 16m,42h 16m,39h 52m,37h 39m,35h 13m,32h 40m,29h 48m,26h 58m,24h 44m,22h 18m,19h 31m,17h 18m,15h 36m,14h 03m,12h 16m,10h 03m,8h 15m,5h 59m,4h 00m
Carey,20,151840.6,42h 11m,42h 11m,39h 47m,37h 34m,35h 08m,32h 34m,29h 42m,26h 53m,24h 39m,22h 12m,19h 26m,17h 13m,15h 31m,13h 58m,12h 12m,9h 58m,8h 11m,5h 55m,3h 56m
Shelbourne,20,152195.3,42h 17m,42h 17m,39h 53m,37h 39m,35h 14m,32h 40m,29h 48m,26h 59m,24h 45m,22h 18m,19h 32m,17h 19m,15h 37m,14h 03m,12h 17m,10h 03m,8h 15m,5h 59m,4h 00m
Saanich Core,20,151861.8,42h 11m,42h 11m,39h 47m,37h 34m,35h 08m,32h 35m,29h 43m,26h 53m,24h 39m,22h 13m,19h 26m,17h 14m,15h 32m,13h 58m,12h 12m,9h 59m,8h 11m,5h 55m,3h 56m
Rural Saanich,20,152029.9,42h 14m,42h 14m,39h 50m,37h 37m,35h 11m,32h 37m,29h 45m,26h 56m,24h 42m,22h 15m,19h 29m,17h 16m,15h 34m,14h 01m,12h 14m,10h 01m,8h 13m,5h 57m,3h 58m
Kerrisdale,20,144538.6,40h 09m,40h 09m,37h 46m,35h 33m,33h 09m,30h 36m,27h 45m,24h 57m,22h 45m,20h 20m,17h 35m,15h 25m,13h 46m,12h 17m,10h 35m,8h 28m,6h 50m,4h 48m,3h 12m
Lougheed,20,143105.8,39h 45m,39h 45m,37h 22m,35h 10m,32h 45m,30h 13m,27h 22m,24h 35m,22h 22m,19h 58m,17h 14m,15h 04m,13h 26m,11h 57m,10h 17m,8h 11m,6h 35m,4h 35m,3h 04m
