from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Joliette,20,113185.6,31h 26m,31h 26m,29h 06m,27h 03m,25h 01m,22h 50m,20h 48m,18h 48m,16h 47m,14h 31m,12h 32m,10h 44m,9h 10m,8h 04m,6h 56m,5h 52m,4h 29m,3h 24m,2h 24m
Juniper Ridge,20,131670.7,36h 35m,36h 35m,34h 14m,32h 03m,29h 42m,27h 12m,24h 24m,21h 40m,19h 32m,17h 13m,14h 35m,12h 31m,11h 02m,9h 38m,8h 11m,6h 21m,5h 08m,3h 43m,3h 06m
Kamloops,20,131573.7,36h 33m,36h 33m,34h 12m,32h 02m,29h 40m,27h 10m,24h 22m,21h 38m,19h 29m,17h 10m,14h 31m,12h 28m,10h 58m,9h 35m,8h 06m,6h 17m,5h 04m,3h 39m,3h 02m
Kamsack,20,104386.8,29h 00m,29h 00m,27h 11m,25h 36m,23h 54m,22h 08m,20h 12m,18h 25m,16h 54m,15h 39m,14h 22m,12h 58m,11h 16m,9h 26m,7h 36m,6h 16m,4h 54m,4h 03m,2h 45m
Kanata,20,111893.7,31h 05m,31h 05m,28h 49m,26h 52m,24h 56m,22h 52m,20h 57m,19h 06m,17h 16m,15h 12m,13h 27m,11h 57m,10h 11m,8h 49m,7h 22m,5h 53m,3h 55m,2h 33m,0h 53m
Kapuskasing,20,103084.5,28h 38m,28h 38m,26h 54m,25h 31m,24h 13m,22h 53m,21h 48m,20h 34m,19h 29m,18h 31m,17h 24m,16h 08m,14h 37m,13h 00m,11h 01m,9h 09m,6h 52m,4h 33m,3h 08m
Kaslo,20,132708.8,36h 52m,36h 52m,34h 37m,32h 34m,30h 21m,28h 00m,25h 23m,22h 51m,20h 56m,18h 52m,16h 33m,14h 22m,12h 56m,11h 32m,9h 59m,8h 38m,7h 33m,6h 36m,5h 14m
Kazabazua,20,111132.8,30h 52m,30h 52m,28h 39m,26h 44m,24h 50m,22h 49m,20h 58m,19h 10m,17h 24m,15h 25m,13h 46m,12h 17m,10h 34m,9h 10m,7h 40m,6h 05m,4h 00m,2h 28m,1h 16m
Keith-Lynn,20,144022.2,40h 00m,40h 00m,37h 37m,35h 25m,33h 00m,30h 27m,27h 37m,24h 49m,22h 36m,20h 11m,17h 27m,15h 17m,13h 38m,12h 08m,10h 27m,8h 20m,6h 42m,4h 40m,3h 04m
Kelowna,20,134077.9,37h 15m,37h 15m,34h 56m,32h 48m,30h 28m,28h 01m,25h 17m,22h 36m,20h 32m,18h 17m,15h 45m,13h 34m,12h 11m,10h 41m,9h 09m,7h 21m,6h 11m,4h 36m,4h 03m
Kelvington,20,105936.1,29h 26m,29h 26m,27h 33m,25h 54m,24h 07m,22h 16m,20h 13m,18h 20m,16h 54m,15h 31m,14h 05m,12h 28m,10h 52m,9h 08m,7h 27m,6h 17m,5h 00m,3h 45m,2h 50m
Kemptville,20,113148.3,31h 26m,31h 26m,29h 09m,27h 11m,25h 14m,23h 09m,21h 13m,19h 21m,17h 29m,15h 23m,13h 36m,12h 03m,10h 18m,8h 57m,7h 32m,6h 05m,4h 11m,2h 54m,1h 13m
Kennedy Park,20,114668.6,31h 51m,31h 51m,29h 43m,27h 53m,26h 06m,24h 12m,22h 29m,20h 50m,19h 15m,17h 28m,16h 04m,14h 30m,13h 07m,11h 39m,10h 05m,8h 25m,6h 13m,4h 30m,2h 29m
Kenora,20,100254.5,27h 51m,27h 51m,26h 27m,25h 20m,24h 05m,22h 45m,21h 24m,19h 54m,18h 39m,17h 12m,15h 51m,14h 24m,13h 22m,12h 11m,10h 58m,9h 33m,7h 37m,5h 40m,2h 48m
Kensington,20,136519.5,37h 55m,37h 55m,35h 11m,32h 43m,30h 11m,27h 28m,24h 49m,22h 07m,19h 17m,16h 05m,12h 58m,9h 50m,8h 37m,7h 18m,5h 51m,4h 16m,2h 25m,1h 38m,0h 39m
Kensington-Cedar Cottage,20,143941.0,39h 59m,39h 59m,37h 36m,35h 24m,32h 59m,30h 26m,27h 36m,24h 48m,22h 35m,20h 10m,17h 26m,15h 16m,13h 38m,12h 08m,10h 27m,8h 21m,6h 43m,4h 42m,3h 08m
Kentville,20,142595.2,39h 37m,39h 37m,36h 52m,34h 22m,31h 49m,29h 04m,26h 24m,23h 39m,20h 48m,17h 33m,14h 23m,11h 12m,10h 01m,8h 38m,7h 04m,5h 22m,3h 51m,2h 51m,2h 26m
Keremeos,20,137098.1,38h 05m,38h 05m,35h 45m,33h 37m,31h 17m,28h 49m,26h 03m,23h 22m,21h 17m,19h 00m,16h 26m,14h 16m,12h 51m,11h 22m,9h 50m,7h 59m,6h 49m,5h 09m,4h 14m
Kerrobert,20,108566.7,30h 09m,30h 09m,28h 05m,26h 14m,24h 13m,22h 06m,19h 45m,17h 31m,15h 58m,14h 19m,12h 29m,10h 29m,9h 09m,7h 52m,6h 37m,5h 20m,4h 26m,3h 34m,2h 15m
Keswick,20,114329.0,31h 45m,31h 45m,29h 38m,27h 50m,26h 04m,24h 11m,22h 30m,20h 54m,19h 20m,17h 36m,16h 15m,14h 38m,13h 19m,11h 47m,10h 08m,8h 22m,6h 01m,4h 04m,2h 09m
Keswick Ridge,20,127932.3,35h 32m,35h 32m,32h 53m,30h 30m,28h 05m,25h 28m,22h 57m,20h 23m,17h 44m,14h 43m,11h 51m,8h 59m,7h 59m,7h 04m,5h 54m,4h 37m,3h 16m,2h 30m,2h 06m
Killam,20,111146.2,30h 52m,30h 52m,28h 42m,26h 43m,24h 34m,22h 19m,19h 48m,17h 23m,15h 37m,13h 43m,11h 35m,9h 45m,8h 38m,7h 31m,6h 10m,4h 53m,3h 50m,3h 00m,1h 58m
Killarney,20,104634.3,29h 04m,29h 04m,27h 24m,26h 00m,24h 29m,22h 56m,21h 14m,19h 43m,18h 00m,16h 48m,15h 42m,14h 27m,13h 04m,11h 24m,9h 22m,7h 38m,6h 08m,4h 25m,2h 27m
Killarney,20,143940.9,39h 59m,39h 59m,37h 36m,35h 24m,32h 59m,30h 26m,27h 36m,24h 48m,22h 35m,20h 10m,17h 26m,15h 16m,13h 38m,12h 09m,10h 27m,8h 21m,6h 43m,4h 42m,3h 08m
Kimberley,20,122553.2,34h 03m,34h 03m,31h 50m,29h 50m,27h 39m,25h 21m,22h 47m,20h 19m,18h 29m,16h 31m,14h 18m,12h 08m,10h 44m,9h 29m,8h 00m,6h 54m,5h 42m,4h 17m,3h 08m
Kincardine,20,119172.8,33h 06m,33h 06m,31h 02m,29h 17m,27h 34m,25h 46m,24h 09m,22h 39m,21h 11m,19h 35m,18h 11m,16h 42m,15h 25m,13h 59m,12h 15m,10h 24m,7h 55m,5h 47m,3h 40m
Kindersley,20,107850.6,29h 58m,29h 58m,27h 55m,26h 04m,24h 05m,22h 00m,19h 41m,17h 29m,15h 59m,14h 23m,12h 36m,10h 32m,9h 08m,7h 56m,6h 36m,5h 25m,4h 24m,3h 38m,2h 25m
King,20,113692.3,31h 35m,31h 35m,29h 28m,27h 40m,25h 54m,24h 02m,22h 21m,20h 45m,19h 12m,17h 29m,16h 08m,14h 32m,13h 13m,11h 42m,10h 04m,8h 19m,5h 59m,4h 04m,2h 09m
King City,20,113821.3,31h 37m,31h 37m,29h 30m,27h 42m,25h 56m,24h 03m,22h 22m,20h 46m,19h 13m,17h 29m,16h 08m,14h 32m,13h 13m,11h 42m,10h 04m,8h 20m,6h 01m,4h 08m,2h 12m
Kingsey Falls,20,116043.2,32h 14m,32h 14m,29h 50m,27h 44m,25h 38m,23h 22m,21h 15m,19h 09m,17h 01m,14h 38m,12h 29m,10h 31m,9h 01m,7h 59m,6h 59m,6h 04m,4h 55m,3h 57m,2h 54m
Kingston,20,115596.6,32h 07m,32h 07m,29h 51m,27h 54m,25h 58m,23h 54m,22h 00m,20h 10m,18h 19m,16h 16m,14h 31m,13h 02m,11h 17m,9h 56m,8h 31m,7h 04m,5h 10m,3h 53m,1h 57m
Kingsville,20,128810.4,35h 47m,35h 47m,33h 38m,31h 49m,30h 01m,28h 07m,26h 24m,24h 46m,23h 10m,21h 24m,19h 59m,18h 22m,16h 58m,15h 25m,13h 45m,11h 57m,9h 33m,7h 32m,5h 14m
Kipling,20,103416.8,28h 44m,28h 44m,26h 56m,25h 23m,23h 42m,21h 59m,20h 04m,18h 20m,16h 45m,15h 34m,14h 20m,12h 53m,11h 14m,9h 34m,7h 40m,6h 14m,5h 09m,3h 59m,2h 47m
Kirkland,20,113189.5,31h 26m,31h 26m,29h 07m,27h 05m,25h 03m,22h 53m,20h 52m,18h 53m,16h 53m,14h 39m,12h 42m,10h 57m,9h 19m,8h 07m,6h 54m,5h 43m,4h 10m,3h 03m,1h 41m
Kirkland Lake,20,104380.7,29h 00m,29h 00m,27h 04m,25h 29m,23h 58m,22h 21m,20h 59m,19h 44m,18h 32m,17h 11m,15h 42m,14h 30m,13h 10m,11h 34m,9h 49m,7h 35m,5h 05m,2h 08m,1h 07m
Kitchener,20,118060.2,32h 48m,32h 48m,30h 40m,28h 51m,27h 04m,25h 10m,23h 28m,21h 51m,20h 16m,18h 31m,17h 07m,15h 32m,14h 11m,12h 40m,11h 03m,9h 20m,7h 02m,5h 11m,3h 08m
Kitimat,20,156500.0,43h 28m,43h 28m,40h 57m,38h 35m,36h 00m,33h 16m,30h 12m,27h 09m,24h 38m,21h 53m,18h 45m,16h 48m,14h 38m,12h 49m,11h 38m,10h 19m,9h 37m,8h 42m,7h 13m
Kitsilano,20,144493.2,40h 08m,40h 08m,37h 45m,35h 33m,33h 08m,30h 35m,27h 44m,24h 56m,22h 44m,20h 19m,17h 35m,15h 24m,13h 45m,12h 16m,10h 34m,8h 27m,6h 49m,4h 46m,3h 10m
Koksilah,20,152514.6,42h 22m,42h 22m,39h 58m,37h 45m,35h 19m,32h 45m,29h 53m,27h 04m,24h 50m,22h 23m,19h 36m,17h 23m,15h 41m,14h 07m,12h 21m,10h 07m,8h 18m,6h 01m,4h 00m
Labelle,20,111003.2,30h 50m,30h 50m,28h 35m,26h 38m,24h 42m,22h 39m,20h 45m,18h 55m,17h 05m,15h 02m,13h 18m,11h 49m,10h 07m,8h 51m,7h 31m,6h 10m,4h 24m,3h 21m,2h 17m
Labrador City,20,153310.2,42h 35m,42h 35m,39h 55m,37h 31m,35h 05m,32h 27m,29h 54m,27h 19m,24h 37m,21h 34m,18h 39m,15h 45m,14h 52m,13h 47m,12h 49m,11h 34m,9h 55m,7h 42m,5h 08m
Labrecque,20,119666.1,33h 14m,33h 14m,30h 49m,28h 42m,26h 34m,24h 16m,22h 07m,19h 59m,17h 49m,15h 22m,13h 10m,11h 07m,9h 37m,8h 50m,8h 02m,7h 11m,6h 06m,4h 45m,3h 47m
Labrieville,20,127522.0,35h 25m,35h 25m,32h 53m,30h 37m,28h 20m,25h 53m,23h 32m,21h 11m,18h 45m,16h 01m,13h 28m,11h 00m,9h 40m,9h 07m,8h 26m,7h 48m,7h 09m,6h 14m,4h 54m
La Broquerie,20,100926.8,28h 02m,28h 02m,26h 31m,25h 17m,23h 58m,22h 38m,21h 10m,19h 30m,18h 04m,16h 42m,15h 27m,14h 09m,12h 57m,11h 41m,10h 14m,8h 19m,6h 31m,4h 45m,2h 10m
Lac-Alouette,20,112327.3,31h 12m,31h 12m,28h 53m,26h 52m,24h 52m,22h 44m,20h 44m,18h 47m,16h 50m,14h 39m,12h 44m,11h 03m,9h 25m,8h 13m,7h 00m,5h 47m,4h 13m,3h 15m,1h 55m
Lac-Brome,20,116275.6,32h 18m,32h 18m,29h 56m,27h 53m,25h 49m,23h 37m,21h 33m,19h 32m,17h 29m,15h 11m,13h 09m,11h 18m,9h 45m,8h 38m,7h 31m,6h 27m,5h 06m,3h 53m,2h 53m
Lac-Connelly,20,112455.2,31h 14m,31h 14m,28h 56m,26h 55m,24h 55m,22h 47m,20h 48m,18h 51m,16h 55m,14h 44m,12h 50m,11h 09m,9h 31m,8h 20m,7h 05m,5h 52m,4h 17m,3h 22m,2h 00m
Lac du Bonnet,20,101854.8,28h 18m,28h 18m,26h 47m,25h 34m,24h 15m,22h 56m,21h 28m,19h 48m,18h 23m,17h 00m,15h 44m,14h 24m,13h 13m,11h 59m,10h 30m,8h 37m,6h 46m,5h 00m,2h 21m
Lachute,20,112822.8,31h 20m,31h 20m,29h 01m,27h 00m,25h 00m,22h 51m,20h 52m,18h 55m,16h 57m,14h 45m,12h 50m,11h 08m,9h 29m,8h 15m,6h 59m,5h 43m,4h 04m,3h 02m,1h 31m
Lac La Biche,20,113581.8,31h 33m,31h 33m,29h 19m,27h 17m,25h 03m,22h 43m,20h 07m,17h 35m,15h 42m,13h 39m,11h 21m,9h 44m,8h 44m,7h 31m,5h 58m,5h 04m,3h 48m,2h 41m,1h 03m
Lac-Lapierre,20,112864.8,31h 21m,31h 21m,29h 01m,27h 00m,24h 59m,22h 49m,20h 49m,18h 51m,16h 52m,14h 39m,12h 42m,10h 58m,9h 22m,8h 13m,7h 01m,5h 52m,4h 22m,3h 21m,2h 09m
Lac-Mégantic,20,119638.4,33h 14m,33h 14m,30h 49m,28h 41m,26h 33m,24h 16m,22h 07m,19h 59m,17h 48m,15h 22m,13h 09m,11h 06m,9h 37m,8h 36m,7h 37m,6h 44m,5h 37m,4h 41m,3h 29m
Lacolle,20,115328.2,32h 02m,32h 02m,29h 42m,27h 39m,25h 36m,23h 25m,21h 23m,19h 23m,17h 22m,15h 07m,13h 07m,11h 20m,9h 44m,8h 34m,7h 23m,6h 15m,4h 46m,3h 36m,2h 23m
Lacombe,20,113910.3,31h 39m,31h 39m,29h 25m,27h 22m,25h 09m,22h 49m,20h 13m,17h 41m,15h 48m,13h 45m,11h 27m,9h 40m,8h 38m,7h 21m,6h 11m,5h 00m,3h 36m,2h 59m,2h 34m
La Conception,20,111018.3,30h 50m,30h 50m,28h 34m,26h 37m,24h 40m,22h 36m,20h 42m,18h 50m,16h 59m,14h 55m,13h 09m,11h 38m,9h 57m,8h 41m,7h 21m,6h 01m,4h 17m,3h 15m,2h 05m
Lac-Simon,20,111401.4,30h 57m,30h 57m,28h 41m,26h 43m,24h 47m,22h 42m,20h 48m,18h 56m,17h 05m,15h 01m,13h 15m,11h 44m,10h 02m,8h 47m,7h 27m,6h 07m,4h 22m,3h 19m,2h 09m
Ladysmith,20,152183.5,42h 16m,42h 16m,39h 53m,37h 39m,35h 13m,32h 39m,29h 47m,26h 58m,24h 43m,22h 17m,19h 30m,17h 17m,15h 34m,14h 00m,12h 13m,9h 59m,8h 10m,5h 52m,3h 49m
Lake Cowichan,20,153368.6,42h 36m,42h 36m,40h 12m,37h 59m,35h 33m,32h 59m,30h 07m,27h 18m,25h 03m,22h 36m,19h 50m,17h 37m,15h 54m,14h 20m,12h 33m,10h 19m,8h 30m,6h 12m,4h 10m
Lake Echo,20,140304.6,38h 58m,38h 58m,36h 14m,33h 44m,31h 11m,28h 26m,25h 46m,23h 02m,20h 11m,16h 56m,13h 47m,10h 35m,9h 26m,8h 03m,6h 30m,4h 48m,3h 19m,2h 21m,2h 00m
Lakefield,20,114699.1,31h 52m,31h 52m,29h 42m,27h 51m,26h 02m,24h 06m,22h 21m,20h 40m,19h 01m,17h 12m,15h 43m,14h 11m,12h 42m,11h 14m,9h 40m,8h 00m,5h 48m,4h 05m,1h 57m
Lake Louise,20,117083.0,32h 31m,32h 31m,30h 16m,28h 13m,25h 59m,23h 37m,20h 59m,18h 26m,16h 30m,14h 25m,12h 04m,10h 04m,8h 52m,7h 28m,6h 14m,4h 57m,3h 40m,2h 38m,1h 21m
Lakeview Heights,20,134302.1,37h 18m,37h 18m,34h 59m,32h 51m,30h 31m,28h 04m,25h 19m,22h 39m,20h 34m,18h 19m,15h 46m,13h 36m,12h 12m,10h 42m,9h 11m,7h 22m,6h 12m,4h 36m,4h 03m
Lambton Shores,20,123418.1,34h 17m,34h 17m,32h 10m,30h 23m,28h 37m,26h 45m,25h 05m,23h 30m,21h 57m,20h 15m,18h 54m,17h 18m,16h 01m,14h 29m,12h 50m,11h 03m,8h 41m,6h 44m,4h 31m
La Minerve,20,112196.1,31h 10m,31h 10m,28h 55m,26h 58m,25h 03m,22h 59m,21h 06m,19h 16m,17h 26m,15h 24m,13h 40m,12h 12m,10h 29m,9h 12m,7h 51m,6h 29m,4h 42m,3h 35m,2h 31m
Lamont,20,110962.4,30h 49m,30h 49m,28h 36m,26h 35m,24h 23m,22h 04m,19h 30m,17h 00m,15h 08m,13h 08m,10h 53m,9h 10m,8h 11m,6h 59m,5h 38m,4h 35m,3h 21m,2h 36m,1h 33m
Landmark,20,100456.6,27h 54m,27h 54m,26h 23m,25h 07m,23h 47m,22h 26m,20h 57m,19h 18m,17h 50m,16h 29m,15h 16m,13h 59m,12h 45m,11h 27m,9h 58m,8h 03m,6h 16m,4h 33m,2h 04m
Langdale,20,147014.5,40h 50m,40h 50m,38h 27m,36h 14m,33h 48m,31h 15m,28h 23m,25h 35m,23h 21m,20h 55m,18h 09m,15h 57m,14h 16m,12h 44m,10h 59m,8h 48m,7h 04m,4h 52m,3h 01m
Langenburg,20,102219.0,28h 24m,28h 24m,26h 37m,25h 05m,23h 26m,21h 44m,19h 50m,18h 08m,16h 33m,15h 24m,14h 11m,12h 45m,11h 09m,9h 23m,7h 28m,6h 01m,4h 44m,3h 42m,2h 24m
Langford,20,152381.0,42h 20m,42h 20m,39h 56m,37h 42m,35h 17m,32h 43m,29h 51m,27h 02m,24h 48m,22h 21m,19h 35m,17h 22m,15h 40m,14h 06m,12h 20m,10h 06m,8h 18m,6h 02m,4h 02m
Langham,20,106245.3,29h 31m,29h 31m,27h 31m,25h 43m,23h 47m,21h 46m,19h 32m,17h 25m,16h 00m,14h 31m,12h 48m,10h 50m,9h 27m,7h 57m,6h 37m,5h 39m,4h 39m,3h 17m,2h 34m
Langley,20,142500.9,39h 35m,39h 35m,37h 12m,35h 00m,32h 36m,30h 03m,27h 13m,24h 25m,22h 14m,19h 49m,17h 06m,14h 57m,13h 19m,11h 51m,10h 11m,8h 07m,6h 32m,4h 35m,3h 08m
Lanigan,20,104901.6,29h 08m,29h 08m,27h 13m,25h 31m,23h 41m,21h 46m,19h 39m,17h 41m,16h 20m,14h 52m,13h 18m,11h 34m,10h 03m,8h 27m,6h 55m,5h 57m,4h 53m,3h 28m,2h 46m
Lanoraie,20,113609.1,31h 33m,31h 33m,29h 12m,27h 09m,25h 06m,22h 54m,20h 52m,18h 51m,16h 49m,14h 32m,12h 31m,10h 42m,9h 08m,8h 03m,6h 56m,5h 53m,4h 33m,3h 27m,2h 31m
Lantz,20,137759.6,38h 16m,38h 16m,35h 31m,33h 02m,30h 29m,27h 45m,25h 04m,22h 21m,19h 29m,16h 15m,13h 06m,9h 55m,8h 46m,7h 24m,5h 52m,4h 11m,2h 43m,1h 47m,1h 30m
Lappe,20,101767.1,28h 16m,28h 16m,26h 57m,25h 48m,24h 46m,23h 49m,22h 48m,21h 39m,20h 28m,19h 08m,17h 37m,16h 20m,14h 52m,13h 29m,12h 14m,10h 45m,9h 40m,8h 32m,6h 51m
La Prairie,20,113313.1,31h 29m,31h 29m,29h 08m,27h 06m,25h 03m,22h 53m,20h 51m,18h 51m,16h 51m,14h 35m,12h 36m,10h 50m,9h 14m,8h 05m,6h 55m,5h 47m,4h 21m,3h 14m,2h 04m
La Ronge,20,116899.7,32h 28m,32h 28m,30h 27m,28h 38m,26h 40m,24h 36m,22h 19m,20h 10m,18h 42m,17h 09m,15h 19m,13h 15m,11h 40m,9h 55m,8h 19m,7h 03m,5h 29m,3h 13m,1h 57m
LaSalle,20,128901.3,35h 48m,35h 48m,33h 40m,31h 50m,30h 03m,28h 09m,26h 26m,24h 47m,23h 11m,21h 25m,20h 00m,18h 24m,17h 00m,15h 27m,13h 46m,11h 58m,9h 34m,7h 34m,5h 15m
La Sarre,20,105290.2,29h 15m,29h 15m,27h 17m,25h 40m,24h 05m,22h 26m,21h 00m,19h 41m,18h 28m,17h 06m,15h 31m,14h 22m,13h 00m,11h 22m,9h 39m,7h 27m,4h 45m,1h 49m,0h 22m
L'Ascension-de-Notre-Seigneur,20,119842.6,33h 17m,33h 17m,30h 52m,28h 45m,26h 37m,24h 20m,22h 11m,20h 03m,17h 53m,15h 27m,13h 15m,11h 13m,9h 42m,8h 55m,8h 06m,7h 14m,6h 08m,4h 47m,3h 50m
LaScie,20,182959.3,50h 49m,50h 49m,47h 52m,45h 09m,42h 21m,39h 18m,36h 18m,33h 12m,29h 54m,26h 09m,22h 24m,18h 30m,16h 32m,14h 15m,11h 40m,10h 32m,9h 02m,7h 30m,5h 34m
L'Assomption,20,113015.4,31h 24m,31h 24m,29h 03m,27h 01m,24h 58m,22h 48m,20h 46m,18h 46m,16h 46m,14h 30m,12h 31m,10h 45m,9h 10m,8h 03m,6h 54m,5h 48m,4h 24m,3h 19m,2h 16m
La Tuque,20,120182.8,33h 23m,33h 23m,30h 58m,28h 51m,26h 43m,24h 26m,22h 17m,20h 09m,17h 59m,15h 33m,13h 21m,11h 18m,9h 43m,8h 49m,7h 42m,6h 38m,5h 16m,4h 24m,3h 30m
Laurentides,20,120055.6,33h 21m,33h 21m,30h 55m,28h 47m,26h 39m,24h 21m,22h 11m,20h 02m,17h 50m,15h 22m,13h 09m,11h 04m,9h 36m,8h 37m,7h 39m,6h 48m,5h 44m,4h 56m,3h 37m
Laval,20,112581.1,31h 16m,31h 16m,28h 57m,26h 55m,24h 54m,22h 44m,20h 44m,18h 45m,16h 46m,14h 33m,12h 36m,10h 52m,9h 16m,8h 05m,6h 54m,5h 44m,4h 15m,3h 13m,2h 00m
Lavaltrie,20,113414.9,31h 30m,31h 30m,29h 09m,27h 07m,25h 04m,22h 53m,20h 50m,18h 50m,16h 49m,14h 32m,12h 33m,10h 45m,9h 10m,8h 04m,6h 57m,5h 53m,4h 31m,3h 24m,2h 25m
Lavington,20,132507.0,36h 48m,36h 48m,34h 30m,32h 22m,30h 03m,27h 37m,24h 53m,22h 14m,20h 10m,17h 56m,15h 25m,13h 16m,11h 55m,10h 24m,8h 54m,7h 09m,6h 03m,4h 35m,3h 45m
Leamington,20,128315.7,35h 39m,35h 39m,33h 30m,31h 41m,29h 53m,27h 59m,26h 16m,24h 38m,23h 02m,21h 16m,19h 51m,18h 14m,16h 51m,15h 18m,13h 37m,11h 50m,9h 26m,7h 26m,5h 08m
Lebel-sur-Quévillon,20,110476.6,30h 41m,30h 41m,28h 36m,26h 50m,25h 06m,23h 17m,21h 39m,20h 06m,18h 37m,16h 58m,15h 32m,14h 00m,12h 48m,11h 25m,9h 49m,7h 54m,5h 21m,3h 00m,1h 33m
Leblanc,20,121251.5,33h 41m,33h 41m,31h 25m,29h 27m,27h 31m,25h 26m,23h 32m,21h 40m,19h 49m,17h 44m,15h 58m,14h 27m,12h 41m,11h 35m,10h 14m,8h 48m,6h 54m,5h 39m,3h 56m
Leduc,20,112591.9,31h 17m,31h 17m,29h 02m,27h 00m,24h 46m,22h 26m,19h 50m,17h 18m,15h 24m,13h 21m,11h 03m,9h 20m,8h 18m,7h 06m,5h 48m,4h 44m,3h 23m,2h 53m,2h 09m
Lefebvre,20,115322.0,32h 02m,32h 02m,29h 39m,27h 34m,25h 29m,23h 15m,21h 09m,19h 05m,17h 00m,14h 39m,12h 33m,10h 38m,9h 07m,8h 04m,7h 01m,6h 04m,4h 51m,3h 46m,2h 50m
L'Épiphanie,20,113200.8,31h 27m,31h 27m,29h 06m,27h 04m,25h 02m,22h 51m,20h 50m,18h 50m,16h 50m,14h 35m,12h 36m,10h 50m,9h 15m,8h 07m,6h 58m,5h 52m,4h 27m,3h 22m,2h 17m
Les Cèdres,20,114047.0,31h 41m,31h 41m,29h 21m,27h 18m,25h 16m,23h 06m,21h 04m,19h 05m,17h 05m,14h 50m,12h 52m,11h 06m,9h 28m,8h 15m,7h 01m,5h 48m,4h 14m,3h 03m,1h 37m
Les Coteaux,20,114454.8,31h 48m,31h 48m,29h 27m,27h 25m,25h 23m,23h 13m,21h 12m,19h 12m,17h 12m,14h 58m,12h 59m,11h 14m,9h 35m,8h 21m,7h 06m,5h 52m,4h 15m,3h 03m,1h 32m
Lethbridge,20,112360.4,31h 13m,31h 13m,29h 05m,27h 10m,25h 05m,22h 54m,20h 28m,18h 09m,16h 29m,14h 42m,12h 43m,10h 37m,9h 12m,8h 08m,6h 58m,5h 25m,4h 28m,3h 24m,1h 38m
Lewisporte,20,184841.3,51h 21m,51h 21m,48h 23m,45h 40m,42h 52m,39h 49m,36h 49m,33h 42m,30h 25m,26h 39m,22h 54m,19h 00m,17h 01m,14h 44m,12h 08m,11h 00m,9h 29m,7h 54m,5h 56m
L'Île-Perrot,20,113733.2,31h 36m,31h 36m,29h 16m,27h 13m,25h 12m,23h 02m,21h 00m,19h 02m,17h 02m,14h 47m,12h 50m,11h 04m,9h 26m,8h 14m,7h 00m,5h 48m,4h 14m,3h 06m,1h 42m
Limoges,20,112618.8,31h 17m,31h 17m,29h 00m,27h 01m,25h 02m,22h 56m,20h 59m,19h 05m,17h 11m,15h 03m,13h 13m,11h 37m,9h 54m,8h 35m,7h 13m,5h 49m,3h 59m,2h 50m,1h 11m
Lincoln,20,128265.8,35h 38m,35h 38m,32h 58m,30h 34m,28h 09m,25h 31m,22h 59m,20h 25m,17h 44m,14h 43m,11h 49m,8h 56m,7h 53m,6h 56m,5h 49m,4h 28m,3h 03m,2h 21m,1h 58m
Lincoln Park,20,143385.1,39h 50m,39h 50m,37h 27m,35h 14m,32h 50m,30h 18m,27h 27m,24h 39m,22h 27m,20h 03m,17h 19m,15h 09m,13h 31m,12h 02m,10h 22m,8h 17m,6h 40m,4h 41m,3h 10m
Lindsay,20,113552.7,31h 33m,31h 33m,29h 24m,27h 35m,25h 48m,23h 54m,22h 12m,20h 34m,18h 59m,17h 13m,15h 49m,14h 15m,12h 52m,11h 23m,9h 47m,8h 04m,5h 48m,4h 00m,2h 02m
Linière,20,121461.3,33h 44m,33h 44m,31h 17m,29h 07m,26h 56m,24h 36m,22h 24m,20h 12m,17h 57m,15h 25m,13h 07m,10h 56m,9h 30m,8h 33m,7h 39m,6h 52m,5h 54m,4h 58m,3h 43m
Linwood,20,118802.8,33h 00m,33h 00m,30h 52m,29h 04m,27h 17m,25h 24m,23h 42m,22h 05m,20h 31m,18h 46m,17h 24m,15h 48m,14h 27m,12h 56m,11h 18m,9h 33m,7h 13m,5h 18m,3h 15m
Lions Bay,20,145249.0,40h 21m,40h 21m,37h 58m,35h 45m,33h 20m,30h 47m,27h 56m,25h 08m,22h 55m,20h 30m,17h 45m,15h 34m,13h 55m,12h 26m,10h 43m,8h 36m,6h 55m,4h 51m,3h 11m
Listowel,20,119002.7,33h 03m,33h 03m,30h 56m,29h 09m,27h 23m,25h 31m,23h 50m,22h 14m,20h 42m,18h 59m,17h 38m,16h 02m,14h 43m,13h 11m,11h 32m,9h 45m,7h 23m,5h 24m,3h 20m
Little Current,20,109401.8,30h 23m,30h 23m,28h 27m,26h 52m,25h 20m,23h 43m,22h 20m,21h 04m,19h 54m,18h 33m,17h 03m,15h 48m,14h 30m,12h 54m,11h 14m,9h 06m,6h 36m,3h 50m,2h 11m
