from_name,to_region,straight_distance_km,road_distance_km,road_time_sec,road_time_hours,road_time_h_m,end_lat,end_lon
Rose Hill,New Brunswick,3697.9,4724.9,226212.0,62.837,62h 50m,47.3638255,-68.7634296
Rose Hill,Nova Scotia,4080.4,5268.7,249228.3,69.230,69h 14m,45.8552499,-64.2612054
Rose Hill,Prince Edward Island,4095.7,5310.9,251425.3,69.840,69h 50m,46.1915229,-63.7772032
Rose Hill,Newfoundland and Labrador,3580.3,5271.6,264392.6,73.442,73h 27m,52.8193711,-67.1766909
Rose Hill,Quebec,4163.7,5602.6,277616.1,77.116,77h 07m,47.3812400,-61.8550470
Rose Hill,Newfoundland,4334.1,5863.1,292941.3,81.373,81h 22m,47.5796060,-59.1415050
Smith Creek,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.8529900,-119.6200400
Smith Creek,Alberta,294.1,425.6,22103.0,6.140,6h 08m,51.4526895,-116.2963716
Smith Creek,Saskatchewan,688.6,962.4,45882.7,12.745,12h 45m,49.9572345,-110.0001418
Smith Creek,Manitoba,1295.9,1613.0,72753.2,20.209,20h 13m,50.0635549,-101.4635773
Smith Creek,Northwest Territories,1140.8,1695.7,76552.9,21.265,21h 16m,60.0021112,-116.9810185
Smith Creek,Yukon,1167.7,1702.0,81850.8,22.736,22h 44m,60.0521884,-124.0168627
Smith Creek,Ontario,1748.1,2110.8,94644.9,26.290,26h 17m,49.7387412,-95.1576564
Smith Creek,Nunavut,1781.7,2715.3,133614.6,37.115,37h 07m,65.0116609,-109.7209871
Smith Creek,Québec,2882.7,3520.1,167302.5,46.473,46h 28m,48.5258748,-79.5235351
Smith Creek,New Brunswick,3677.0,4717.1,226643.7,62.957,62h 57m,47.3638255,-68.7634296
Smith Creek,Nova Scotia,4059.5,5260.9,249660.0,69.350,69h 21m,45.8552499,-64.2612054
Smith Creek,Prince Edward Island,4076.0,5303.1,251857.0,69.960,69h 58m,46.1915229,-63.7772032
Smith Creek,Newfoundland and Labrador,3576.5,5263.8,264824.3,73.562,73h 34m,52.8193711,-67.1766909
Smith Creek,Quebec,4148.7,5594.8,278047.8,77.236,77h 14m,47.3812400,-61.8550470
Smith Creek,Newfoundland,4321.9,5855.2,293373.0,81.493,81h 30m,47.5796060,-59.1415050
Hamilton,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.1740100,-122.9742800
Hamilton,Alberta,518.8,758.6,33741.4,9.373,9h 22m,52.8879682,-118.4788279
Hamilton,Saskatchewan,938.5,1308.7,59416.8,16.505,16h 30m,49.9572345,-110.0001418
Hamilton,Northwest Territories,1263.2,1840.5,83083.5,23.079,23h 05m,60.0021112,-116.9810185
Hamilton,Manitoba,1547.4,1959.3,86287.3,23.969,23h 58m,50.0635549,-101.4635773
Hamilton,Yukon,1211.4,1806.2,87467.5,24.297,24h 18m,60.0521884,-124.0168627
Hamilton,Ontario,2000.0,2457.1,108179.0,30.050,30h 03m,49.7387412,-95.1576564
Hamilton,Nunavut,1925.3,2860.0,140145.2,38.929,38h 56m,65.0116609,-109.7209871
Hamilton,Québec,3135.9,3866.3,180836.6,50.232,50h 14m,48.5258748,-79.5235351
Hamilton,New Brunswick,3930.6,5063.3,240177.8,66.716,66h 43m,47.3638255,-68.7634296
Hamilton,Nova Scotia,4313.2,5607.1,263194.1,73.109,73h 07m,45.8552499,-64.2612054
Hamilton,Prince Edward Island,4329.7,5649.4,265391.1,73.720,73h 43m,46.1915229,-63.7772032
Hamilton,Newfoundland and Labrador,3826.7,5610.1,278358.4,77.322,77h 19m,52.8193711,-67.1766909
Hamilton,Quebec,4402.0,5941.1,291581.9,80.995,81h 00m,47.3812400,-61.8550470
Hamilton,Newfoundland,4574.7,6201.5,306907.1,85.252,85h 15m,47.5796060,-59.1415050
Central Coquitlam,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2602800,-122.8381500
Central Coquitlam,Alberta,505.2,748.9,32913.2,9.143,9h 09m,52.8879682,-118.4788279
Central Coquitlam,Saskatchewan,927.1,1298.9,58588.6,16.275,16h 16m,49.9572345,-110.0001418
Central Coquitlam,Northwest Territories,1251.3,1830.7,82255.3,22.849,22h 51m,60.0021112,-116.9810185
Central Coquitlam,Manitoba,1535.8,1949.5,85459.1,23.739,23h 44m,50.0635549,-101.4635773
Central Coquitlam,Yukon,1202.3,1796.5,86639.3,24.066,24h 04m,60.0521884,-124.0168627
Central Coquitlam,Ontario,1988.3,2447.3,107350.8,29.820,29h 49m,49.7387412,-95.1576564
Central Coquitlam,Nunavut,1913.0,2850.3,139317.0,38.699,38h 42m,65.0116609,-109.7209871
Central Coquitlam,Québec,3123.9,3856.6,180008.4,50.002,50h 00m,48.5258748,-79.5235351
Central Coquitlam,New Brunswick,3918.2,5053.6,239349.6,66.486,66h 29m,47.3638255,-68.7634296
Central Coquitlam,Nova Scotia,4300.8,5597.4,262365.9,72.879,72h 53m,45.8552499,-64.2612054
Central Coquitlam,Prince Edward Island,4317.2,5639.6,264562.9,73.490,73h 29m,46.1915229,-63.7772032
Central Coquitlam,Newfoundland and Labrador,3813.5,5600.3,277530.2,77.092,77h 06m,52.8193711,-67.1766909
Central Coquitlam,Quebec,4389.3,5931.3,290753.7,80.765,80h 46m,47.3812400,-61.8550470
Central Coquitlam,Newfoundland,4561.9,6191.8,306078.9,85.022,85h 01m,47.5796060,-59.1415050
April Road,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2993200,-122.8602300
April Road,Alberta,502.6,755.9,33433.8,9.287,9h 17m,52.8879682,-118.4788279
April Road,Saskatchewan,928.0,1305.9,59109.2,16.419,16h 25m,49.9572345,-110.0001418
April Road,Northwest Territories,1247.6,1837.7,82775.9,22.993,23h 00m,60.0021112,-116.9810185
April Road,Manitoba,1536.5,1956.5,85979.7,23.883,23h 53m,50.0635549,-101.4635773
April Road,Yukon,1197.9,1803.5,87159.9,24.211,24h 13m,60.0521884,-124.0168627
April Road,Ontario,1989.0,2454.3,107871.4,29.964,29h 58m,49.7387412,-95.1576564
April Road,Nunavut,1909.5,2857.3,139837.6,38.844,38h 51m,65.0116609,-109.7209871
April Road,Québec,3124.3,3863.6,180529.0,50.147,50h 09m,48.5258748,-79.5235351
April Road,New Brunswick,3918.4,5060.6,239870.2,66.631,66h 38m,47.3638255,-68.7634296
April Road,Nova Scotia,4301.0,5604.4,262886.5,73.024,73h 01m,45.8552499,-64.2612054
April Road,Prince Edward Island,4317.3,5646.6,265083.5,73.634,73h 38m,46.1915229,-63.7772032
April Road,Newfoundland and Labrador,3812.9,5607.3,278050.8,77.236,77h 14m,52.8193711,-67.1766909
April Road,Quebec,4389.2,5938.3,291274.3,80.910,80h 55m,47.3812400,-61.8550470
April Road,Newfoundland,4561.7,6198.8,306599.5,85.167,85h 10m,47.5796060,-59.1415050
College Park,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2819900,-122.8786500
College Park,Alberta,505.0,752.5,33164.7,9.212,9h 13m,52.8879682,-118.4788279
College Park,Saskatchewan,929.6,1302.5,58840.1,16.344,16h 21m,49.9572345,-110.0001418
College Park,Northwest Territories,1249.8,1834.3,82506.8,22.919,22h 55m,60.0021112,-116.9810185
College Park,Manitoba,1538.2,1953.1,85710.6,23.809,23h 49m,50.0635549,-101.4635773
College Park,Yukon,1199.8,1800.1,86890.8,24.136,24h 08m,60.0521884,-124.0168627
College Park,Ontario,1990.7,2450.9,107602.3,29.890,29h 53m,49.7387412,-95.1576564
College Park,Nunavut,1911.7,2853.9,139568.5,38.769,38h 46m,65.0116609,-109.7209871
College Park,Québec,3126.1,3860.2,180259.9,50.072,50h 04m,48.5258748,-79.5235351
College Park,New Brunswick,3920.3,5057.2,239601.1,66.556,66h 33m,47.3638255,-68.7634296
College Park,Nova Scotia,4302.8,5601.0,262617.4,72.949,72h 57m,45.8552499,-64.2612054
College Park,Prince Edward Island,4319.2,5643.2,264814.4,73.560,73h 34m,46.1915229,-63.7772032
College Park,Newfoundland and Labrador,3814.9,5603.9,277781.7,77.162,77h 10m,52.8193711,-67.1766909
College Park,Quebec,4391.2,5934.9,291005.2,80.835,80h 50m,47.3812400,-61.8550470
College Park,Newfoundland,4563.6,6195.4,306330.4,85.092,85h 06m,47.5796060,-59.1415050
Inlet Centre,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2761100,-122.8453800
Inlet Centre,Alberta,504.1,752.5,33098.8,9.194,9h 12m,52.8879682,-118.4788279
Inlet Centre,Saskatchewan,927.4,1302.5,58774.2,16.326,16h 20m,49.9572345,-110.0001418
Inlet Centre,Northwest Territories,1249.8,1834.3,82440.9,22.900,22h 54m,60.0021112,-116.9810185
Inlet Centre,Manitoba,1535.9,1953.1,85644.7,23.790,23h 47m,50.0635549,-101.4635773
Inlet Centre,Yukon,1200.6,1800.1,86824.9,24.118,24h 07m,60.0521884,-124.0168627
Inlet Centre,Ontario,1988.5,2450.9,107536.4,29.871,29h 52m,49.7387412,-95.1576564
Inlet Centre,Nunavut,1911.6,2853.9,139502.6,38.751,38h 45m,65.0116609,-109.7209871
Inlet Centre,Québec,3123.9,3860.2,180194.0,50.054,50h 03m,48.5258748,-79.5235351
Inlet Centre,New Brunswick,3918.2,5057.2,239535.2,66.538,66h 32m,47.3638255,-68.7634296
Inlet Centre,Nova Scotia,4300.7,5601.0,262551.5,72.931,72h 56m,45.8552499,-64.2612054
Inlet Centre,Prince Edward Island,4317.1,5643.2,264748.5,73.541,73h 32m,46.1915229,-63.7772032
Inlet Centre,Newfoundland and Labrador,3813.1,5603.9,277715.8,77.143,77h 09m,52.8193711,-67.1766909
Inlet Centre,Quebec,4389.2,5935.0,290939.3,80.816,80h 49m,47.3812400,-61.8550470
Inlet Centre,Newfoundland,4561.7,6195.4,306264.5,85.073,85h 04m,47.5796060,-59.1415050
Heritage Mountain,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2907900,-122.8318900
Heritage Mountain,Alberta,502.2,753.4,33232.7,9.231,9h 14m,52.8879682,-118.4788279
Heritage Mountain,Saskatchewan,926.1,1303.5,58908.1,16.363,16h 22m,49.9572345,-110.0001418
Heritage Mountain,Northwest Territories,1247.9,1835.3,82574.8,22.937,22h 56m,60.0021112,-116.9810185
Heritage Mountain,Manitoba,1534.7,1954.1,85778.6,23.827,23h 50m,50.0635549,-101.4635773
Heritage Mountain,Yukon,1199.0,1801.0,86958.8,24.155,24h 09m,60.0521884,-124.0168627
Heritage Mountain,Ontario,1987.2,2451.9,107670.3,29.908,29h 55m,49.7387412,-95.1576564
Heritage Mountain,Nunavut,1909.7,2854.8,139636.5,38.788,38h 47m,65.0116609,-109.7209871
Heritage Mountain,Québec,3122.5,3861.1,180327.9,50.091,50h 05m,48.5258748,-79.5235351
Heritage Mountain,New Brunswick,3916.8,5058.1,239669.1,66.575,66h 34m,47.3638255,-68.7634296
Heritage Mountain,Nova Scotia,4299.3,5601.9,262685.4,72.968,72h 58m,45.8552499,-64.2612054
Heritage Mountain,Prince Edward Island,4315.7,5644.2,264882.4,73.578,73h 35m,46.1915229,-63.7772032
Heritage Mountain,Newfoundland and Labrador,3811.5,5604.8,277849.7,77.180,77h 11m,52.8193711,-67.1766909
Heritage Mountain,Quebec,4387.7,5935.9,291073.2,80.854,80h 51m,47.3812400,-61.8550470
Heritage Mountain,Newfoundland,4560.1,6196.3,306398.4,85.111,85h 07m,47.5796060,-59.1415050
Seaview,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2765100,-122.8690400
Seaview,Alberta,505.1,752.6,33193.6,9.220,9h 13m,52.8879682,-118.4788279
Seaview,Saskatchewan,929.0,1302.6,58869.0,16.352,16h 21m,49.9572345,-110.0001418
Seaview,Northwest Territories,1250.2,1834.4,82535.7,22.927,22h 56m,60.0021112,-116.9810185
Seaview,Manitoba,1537.6,1953.2,85739.5,23.817,23h 49m,50.0635549,-101.4635773
Seaview,Yukon,1200.4,1800.2,86919.7,24.144,24h 09m,60.0521884,-124.0168627
Seaview,Ontario,1990.1,2451.0,107631.2,29.898,29h 54m,49.7387412,-95.1576564
Seaview,Nunavut,1912.1,2853.9,139597.4,38.777,38h 47m,65.0116609,-109.7209871
Seaview,Québec,3125.5,3860.3,180288.8,50.080,50h 05m,48.5258748,-79.5235351
Seaview,New Brunswick,3919.8,5057.3,239630.0,66.564,66h 34m,47.3638255,-68.7634296
Seaview,Nova Scotia,4302.3,5601.1,262646.3,72.957,72h 57m,45.8552499,-64.2612054
Seaview,Prince Edward Island,4318.7,5643.3,264843.3,73.568,73h 34m,46.1915229,-63.7772032
Seaview,Newfoundland and Labrador,3814.6,5604.0,277810.6,77.170,77h 10m,52.8193711,-67.1766909
Seaview,Quebec,4390.7,5935.0,291034.1,80.843,80h 51m,47.3812400,-61.8550470
Seaview,Newfoundland,4563.2,6195.4,306359.3,85.100,85h 06m,47.5796060,-59.1415050
Twin Creeks,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.3015600,-122.8323600
Twin Creeks,Alberta,501.3,755.1,33316.3,9.255,9h 15m,52.8879682,-118.4788279
Twin Creeks,Saskatchewan,926.0,1305.1,58991.7,16.387,16h 23m,49.9572345,-110.0001418
Twin Creeks,Northwest Territories,1246.8,1836.9,82658.4,22.961,22h 58m,60.0021112,-116.9810185
Twin Creeks,Manitoba,1534.5,1955.7,85862.2,23.851,23h 51m,50.0635549,-101.4635773
Twin Creeks,Yukon,1197.8,1802.7,87042.4,24.178,24h 11m,60.0521884,-124.0168627
Twin Creeks,Ontario,1987.0,2453.5,107753.9,29.932,29h 56m,49.7387412,-95.1576564
Twin Creeks,Nunavut,1908.6,2856.4,139720.1,38.811,38h 49m,65.0116609,-109.7209871
Twin Creeks,Québec,3122.2,3862.8,180411.5,50.114,50h 07m,48.5258748,-79.5235351
Twin Creeks,New Brunswick,3916.4,5059.8,239752.7,66.598,66h 36m,47.3638255,-68.7634296
Twin Creeks,Nova Scotia,4299.0,5603.6,262769.0,72.991,72h 59m,45.8552499,-64.2612054
Twin Creeks,Prince Edward Island,4315.3,5645.8,264966.0,73.602,73h 36m,46.1915229,-63.7772032
Twin Creeks,Newfoundland and Labrador,3811.0,5606.5,277933.3,77.204,77h 12m,52.8193711,-67.1766909
Twin Creeks,Quebec,4387.3,5937.5,291156.8,80.877,80h 53m,47.3812400,-61.8550470
Twin Creeks,Newfoundland,4559.7,6197.9,306482.0,85.134,85h 08m,47.5796060,-59.1415050
Glenayre,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2743700,-122.8756000
Glenayre,Alberta,505.6,752.3,33176.0,9.216,9h 13m,52.8879682,-118.4788279
Glenayre,Saskatchewan,929.5,1302.4,58851.4,16.348,16h 21m,49.9572345,-110.0001418
Glenayre,Northwest Territories,1250.5,1834.2,82518.1,22.922,22h 55m,60.0021112,-116.9810185
Glenayre,Manitoba,1538.1,1953.0,85721.9,23.812,23h 49m,50.0635549,-101.4635773
Glenayre,Yukon,1200.6,1799.9,86902.1,24.139,24h 08m,60.0521884,-124.0168627
Glenayre,Ontario,1990.7,2450.8,107613.6,29.893,29h 54m,49.7387412,-95.1576564
Glenayre,Nunavut,1912.4,2853.7,139579.8,38.772,38h 46m,65.0116609,-109.7209871
Glenayre,Québec,3126.1,3860.0,180271.2,50.075,50h 05m,48.5258748,-79.5235351
Glenayre,New Brunswick,3920.3,5057.0,239612.4,66.559,66h 34m,47.3638255,-68.7634296
Glenayre,Nova Scotia,4302.9,5600.8,262628.7,72.952,72h 57m,45.8552499,-64.2612054
Glenayre,Prince Edward Island,4319.3,5643.1,264825.7,73.563,73h 34m,46.1915229,-63.7772032
Glenayre,Newfoundland and Labrador,3815.1,5603.8,277793.0,77.165,77h 10m,52.8193711,-67.1766909
Glenayre,Quebec,4391.3,5934.8,291016.5,80.838,80h 50m,47.3812400,-61.8550470
Glenayre,Newfoundland,4563.8,6195.2,306341.7,85.095,85h 06m,47.5796060,-59.1415050
Coronation Park,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2799200,-122.8187600
Coronation Park,Alberta,502.7,751.5,33042.0,9.178,9h 11m,52.8879682,-118.4788279
Coronation Park,Saskatchewan,925.4,1301.5,58717.4,16.310,16h 19m,49.9572345,-110.0001418
Coronation Park,Northwest Territories,1248.9,1833.3,82384.1,22.884,22h 53m,60.0021112,-116.9810185
Coronation Park,Manitoba,1534.0,1952.1,85587.9,23.774,23h 46m,50.0635549,-101.4635773
Coronation Park,Yukon,1200.2,1799.1,86768.1,24.102,24h 06m,60.0521884,-124.0168627
Coronation Park,Ontario,1986.5,2449.9,107479.6,29.855,29h 51m,49.7387412,-95.1576564
Coronation Park,Nunavut,1910.5,2852.9,139445.8,38.735,38h 44m,65.0116609,-109.7209871
Coronation Park,Québec,3121.9,3859.2,180137.2,50.038,50h 02m,48.5258748,-79.5235351
Coronation Park,New Brunswick,3916.2,5056.2,239478.4,66.522,66h 31m,47.3638255,-68.7634296
Coronation Park,Nova Scotia,4298.8,5600.0,262494.7,72.915,72h 55m,45.8552499,-64.2612054
Coronation Park,Prince Edward Island,4315.2,5642.2,264691.7,73.525,73h 32m,46.1915229,-63.7772032
Coronation Park,Newfoundland and Labrador,3811.2,5602.9,277659.0,77.127,77h 08m,52.8193711,-67.1766909
Coronation Park,Quebec,4387.2,5933.9,290882.5,80.801,80h 48m,47.3812400,-61.8550470
Coronation Park,Newfoundland,4559.7,6194.4,306207.7,85.058,85h 03m,47.5796060,-59.1415050
Noons Creek,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2928600,-122.8202600
Noons Creek,Alberta,501.5,752.5,33134.4,9.204,9h 12m,52.8879682,-118.4788279
Noons Creek,Saskatchewan,925.2,1302.6,58809.8,16.336,16h 20m,49.9572345,-110.0001418
Noons Creek,Northwest Territories,1247.5,1834.4,82476.5,22.910,22h 55m,60.0021112,-116.9810185
Noons Creek,Manitoba,1533.8,1953.2,85680.3,23.800,23h 48m,50.0635549,-101.4635773
Noons Creek,Yukon,1198.8,1800.2,86860.5,24.128,24h 08m,60.0521884,-124.0168627
Noons Creek,Ontario,1986.3,2451.0,107572.0,29.881,29h 53m,49.7387412,-95.1576564
Noons Creek,Nunavut,1909.2,2853.9,139538.2,38.761,38h 46m,65.0116609,-109.7209871
Noons Creek,Québec,3121.7,3860.3,180229.6,50.064,50h 04m,48.5258748,-79.5235351
Noons Creek,New Brunswick,3915.9,5057.3,239570.8,66.547,66h 33m,47.3638255,-68.7634296
Noons Creek,Nova Scotia,4298.4,5601.1,262587.1,72.941,72h 56m,45.8552499,-64.2612054
Noons Creek,Prince Edward Island,4314.8,5643.3,264784.1,73.551,73h 33m,46.1915229,-63.7772032
Noons Creek,Newfoundland and Labrador,3810.6,5604.0,277751.4,77.153,77h 09m,52.8193711,-67.1766909
Noons Creek,Quebec,4386.8,5935.0,290974.9,80.826,80h 50m,47.3812400,-61.8550470
Noons Creek,Newfoundland,4559.3,6195.4,306300.1,85.083,85h 05m,47.5796060,-59.1415050
Mountain Meadows,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2883100,-122.8181400
Mountain Meadows,Alberta,501.9,751.9,33084.1,9.190,9h 11m,52.8879682,-118.4788279
Mountain Meadows,Saskatchewan,925.2,1301.9,58759.5,16.322,16h 19m,49.9572345,-110.0001418
Mountain Meadows,Northwest Territories,1247.9,1833.7,82426.2,22.896,22h 54m,60.0021112,-116.9810185
Mountain Meadows,Manitoba,1533.7,1952.5,85630.0,23.786,23h 47m,50.0635549,-101.4635773
Mountain Meadows,Yukon,1199.3,1799.5,86810.2,24.114,24h 07m,60.0521884,-124.0168627
Mountain Meadows,Ontario,1986.3,2450.3,107521.7,29.867,29h 52m,49.7387412,-95.1576564
Mountain Meadows,Nunavut,1909.6,2853.3,139487.9,38.747,38h 45m,65.0116609,-109.7209871
Mountain Meadows,Québec,3121.6,3859.6,180179.3,50.050,50h 03m,48.5258748,-79.5235351
Mountain Meadows,New Brunswick,3915.9,5056.6,239520.5,66.533,66h 32m,47.3638255,-68.7634296
Mountain Meadows,Nova Scotia,4298.4,5600.4,262536.8,72.927,72h 56m,45.8552499,-64.2612054
Mountain Meadows,Prince Edward Island,4314.8,5642.6,264733.8,73.537,73h 32m,46.1915229,-63.7772032
Mountain Meadows,Newfoundland and Labrador,3810.7,5603.3,277701.1,77.139,77h 08m,52.8193711,-67.1766909
Mountain Meadows,Quebec,4386.8,5934.3,290924.6,80.812,80h 49m,47.3812400,-61.8550470
Mountain Meadows,Newfoundland,4559.3,6194.8,306249.8,85.069,85h 04m,47.5796060,-59.1415050
Coquitlam Town Centre,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2769700,-122.7966900
Coquitlam Town Centre,Alberta,502.0,749.6,32851.7,9.125,9h 08m,52.8879682,-118.4788279
Coquitlam Town Centre,Saskatchewan,923.9,1299.6,58527.1,16.258,16h 15m,49.9572345,-110.0001418
Coquitlam Town Centre,Northwest Territories,1248.7,1831.4,82193.8,22.832,22h 50m,60.0021112,-116.9810185
Coquitlam Town Centre,Manitoba,1532.5,1950.2,85397.6,23.722,23h 43m,50.0635549,-101.4635773
Coquitlam Town Centre,Yukon,1200.7,1797.2,86577.8,24.049,24h 03m,60.0521884,-124.0168627
Coquitlam Town Centre,Ontario,1985.0,2448.0,107289.3,29.803,29h 48m,49.7387412,-95.1576564
Coquitlam Town Centre,Nunavut,1910.3,2850.9,139255.5,38.682,38h 41m,65.0116609,-109.7209871
Coquitlam Town Centre,Québec,3120.5,3857.3,179946.9,49.985,49h 59m,48.5258748,-79.5235351
Coquitlam Town Centre,New Brunswick,3914.8,5054.3,239288.1,66.469,66h 28m,47.3638255,-68.7634296
Coquitlam Town Centre,Nova Scotia,4297.3,5598.1,262304.4,72.862,72h 52m,45.8552499,-64.2612054
Coquitlam Town Centre,Prince Edward Island,4313.8,5640.3,264501.4,73.473,73h 28m,46.1915229,-63.7772032
Coquitlam Town Centre,Newfoundland and Labrador,3809.9,5601.0,277468.7,77.075,77h 04m,52.8193711,-67.1766909
Coquitlam Town Centre,Quebec,4385.8,5932.0,290692.2,80.748,80h 45m,47.3812400,-61.8550470
Coquitlam Town Centre,Newfoundland,4558.4,6192.4,306017.4,85.005,85h 00m,47.5796060,-59.1415050
Coquitlam West,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2570200,-122.8788300
Coquitlam West,Alberta,507.3,749.4,32909.2,9.141,9h 08m,52.8879682,-118.4788279
Coquitlam West,Saskatchewan,930.1,1299.5,58584.6,16.273,16h 16m,49.9572345,-110.0001418
Coquitlam West,Northwest Territories,1252.4,1831.3,82251.3,22.848,22h 51m,60.0021112,-116.9810185
Coquitlam West,Manitoba,1538.7,1950.1,85455.1,23.738,23h 44m,50.0635549,-101.4635773
Coquitlam West,Yukon,1202.6,1797.0,86635.3,24.065,24h 04m,60.0521884,-124.0168627
Coquitlam West,Ontario,1991.3,2447.9,107346.8,29.819,29h 49m,49.7387412,-95.1576564
Coquitlam West,Nunavut,1914.3,2850.8,139313.0,38.698,38h 42m,65.0116609,-109.7209871
Coquitlam West,Québec,3126.8,3857.1,180004.4,50.001,50h 00m,48.5258748,-79.5235351
Coquitlam West,New Brunswick,3921.2,5054.1,239345.6,66.485,66h 29m,47.3638255,-68.7634296
Coquitlam West,Nova Scotia,4303.7,5597.9,262361.9,72.878,72h 53m,45.8552499,-64.2612054
Coquitlam West,Prince Edward Island,4320.1,5640.2,264558.9,73.489,73h 29m,46.1915229,-63.7772032
Coquitlam West,Newfoundland and Labrador,3816.2,5600.8,277526.2,77.091,77h 05m,52.8193711,-67.1766909
Coquitlam West,Quebec,4392.2,5931.9,290749.7,80.764,80h 46m,47.3812400,-61.8550470
Coquitlam West,Newfoundland,4564.7,6192.3,306074.9,85.021,85h 01m,47.5796060,-59.1415050
Hockaday,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2967800,-122.7703500
Hockaday,Alberta,499.1,753.5,33228.5,9.230,9h 14m,52.8879682,-118.4788279
Hockaday,Saskatchewan,921.6,1303.6,58903.9,16.362,16h 22m,49.9572345,-110.0001418
Hockaday,Northwest Territories,1246.1,1835.4,82570.6,22.936,22h 56m,60.0021112,-116.9810185
Hockaday,Manitoba,1530.2,1954.2,85774.4,23.826,23h 50m,50.0635549,-101.4635773
Hockaday,Yukon,1198.6,1801.2,86954.6,24.154,24h 09m,60.0521884,-124.0168627
Hockaday,Ontario,1982.7,2452.0,107666.1,29.907,29h 54m,49.7387412,-95.1576564
Hockaday,Nunavut,1907.6,2854.9,139632.3,38.787,38h 47m,65.0116609,-109.7209871
Hockaday,Québec,3118.0,3861.2,180323.7,50.090,50h 05m,48.5258748,-79.5235351
Hockaday,New Brunswick,3912.3,5058.3,239664.9,66.574,66h 34m,47.3638255,-68.7634296
Hockaday,Nova Scotia,4294.8,5602.0,262681.2,72.967,72h 58m,45.8552499,-64.2612054
Hockaday,Prince Edward Island,4311.2,5644.3,264878.2,73.577,73h 35m,46.1915229,-63.7772032
Hockaday,Newfoundland and Labrador,3807.2,5605.0,277845.5,77.179,77h 11m,52.8193711,-67.1766909
Hockaday,Quebec,4383.3,5936.0,291069.0,80.853,80h 51m,47.3812400,-61.8550470
Hockaday,Newfoundland,4555.8,6196.4,306394.2,85.109,85h 07m,47.5796060,-59.1415050
Canyon Springs,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2914800,-122.7954200
Canyon Springs,Alberta,500.6,751.8,33069.3,9.186,9h 11m,52.8879682,-118.4788279
Canyon Springs,Saskatchewan,923.5,1301.8,58744.7,16.318,16h 19m,49.9572345,-110.0001418
Canyon Springs,Northwest Territories,1247.2,1833.6,82411.4,22.892,22h 54m,60.0021112,-116.9810185
Canyon Springs,Manitoba,1532.1,1952.4,85615.2,23.782,23h 47m,50.0635549,-101.4635773
Canyon Springs,Yukon,1199.1,1799.4,86795.4,24.110,24h 07m,60.0521884,-124.0168627
Canyon Springs,Ontario,1984.6,2450.2,107506.9,29.863,29h 52m,49.7387412,-95.1576564
Canyon Springs,Nunavut,1908.8,2853.1,139473.1,38.743,38h 45m,65.0116609,-109.7209871
Canyon Springs,Québec,3120.0,3859.5,180164.5,50.046,50h 03m,48.5258748,-79.5235351
Canyon Springs,New Brunswick,3914.2,5056.5,239505.7,66.529,66h 32m,47.3638255,-68.7634296
Canyon Springs,Nova Scotia,4296.8,5600.3,262522.0,72.923,72h 55m,45.8552499,-64.2612054
Canyon Springs,Prince Edward Island,4313.2,5642.5,264719.0,73.533,73h 32m,46.1915229,-63.7772032
Canyon Springs,Newfoundland and Labrador,3809.1,5603.2,277686.3,77.135,77h 08m,52.8193711,-67.1766909
Canyon Springs,Quebec,4385.2,5934.2,290909.8,80.808,80h 48m,47.3812400,-61.8550470
Canyon Springs,Newfoundland,4557.7,6194.6,306235.0,85.065,85h 04m,47.5796060,-59.1415050
New Horizons,British Columbia,0.0,0.0,0.0,0.000,0h 00m,49.2812500,-122.7790600
New Horizons,Alberta,500.9,751.4,33076.3,9.188,9h 11m,52.8879682,-118.4788279
New Horizons,Saskatchewan,922.5,1301.5,58751.7,16.320,16h 19m,49.9572345,-110.0001418
New Horizons,Northwest Territories,1248.0,1833.3,82418.4,22.894,22h 54m,60.0021112,-116.9810185
New Horizons,Manitoba,1531.1,1952.1,85622.2,23.784,23h 47m,50.0635549,-101.4635773
New Horizons,Yukon,1200.3,1799.0,86802.4,24.112,24h 07m,60.0521884,-124.0168627
New Horizons,Ontario,1983.6,2449.9,107513.9,29.865,29h 52m,49.7387412,-95.1576564
New Horizons,Nunavut,1909.5,2852.8,139480.1,38.744,38h 45m,65.0116609,-109.7209871
New Horizons,Québec,3119.1,3859.1,180171.5,50.048,50h 03m,48.5258748,-79.5235351
